rank,sc,t_start,t_end,duration_days,event_cost,cost_share_cross
98,43,7911,7927,0.71,12705.14,0.0631
99,21,7671,7686,0.67,12631.1,0.0627
100,46,569,600,1.33,11929.97,0.0592
101,13,8119,8143,1.04,11901.75,0.0591
102,37,559,607,2.04,11559.42,0.0574
103,23,847,862,0.67,11465.77,0.0569
104,56,329,366,1.58,11295.67,0.0561
105,43,304,321,0.75,11189.95,0.0556
106,31,655,679,1.04,10526.63,0.0523
107,9,8647,8671,1.04,10422.91,0.0518
108,58,751,797,1.96,10234.3,0.0508
109,11,31,55,1.04,10128.89,0.0503
110,37,8489,8575,3.62,9935.49,0.0493
111,1,8047,8071,1.04,9687.14,0.0481
112,26,159,175,0.71,9648.27,0.0479
113,24,8058,8072,0.62,9595.3,0.0476
114,2,7647,7659,0.54,9227.4,0.0458
115,28,4886,4959,3.08,8646.61,0.0429
116,36,8559,8567,0.38,8567.83,0.0425
117,38,8662,8719,2.42,8425.95,0.0418
118,50,8718,8743,1.08,8387.29,0.0416
119,17,7,55,2.04,8308.38,0.0413
120,51,389,415,1.12,8270.96,0.0411
121,8,4359,4407,2.04,8242.56,0.0409
122,43,1027,1043,0.71,8207.46,0.0408
123,53,4911,4959,2.04,8164.55,0.0405
124,16,184,192,0.38,8060.8,0.04
125,46,8224,8240,0.71,8048.67,0.04
126,55,1481,1514,1.42,7704.03,0.0383
127,4,631,658,1.17,7613.02,0.0378
128,60,4911,4958,2.0,7525.58,0.0374
129,31,953,966,0.58,7462.75,0.0371
130,57,631,655,1.04,7443.53,0.037
131,27,7,31,1.04,7202.99,0.0358
132,51,919,943,1.04,7181.72,0.0357
133,25,4934,4959,1.08,7015.25,0.0348
134,37,1071,1085,0.62,6991.79,0.0347
135,42,185,199,0.62,6934.59,0.0344
136,40,4358,4431,3.08,6910.99,0.0343
137,14,510,535,1.08,6799.06,0.0338
138,30,4430,4455,1.08,6748.95,0.0335
139,50,4884,4940,2.38,6705.51,0.0333
140,31,1193,1208,0.67,6660.12,0.0331
141,42,4598,4622,1.04,6557.25,0.0326
142,28,487,511,1.04,6496.64,0.0323
143,4,5727,5774,2.0,6419.27,0.0319
144,7,5029,5078,2.08,6362.12,0.0316
145,7,8559,8566,0.33,6295.22,0.0313
146,22,5102,5103,0.08,6186.81,0.0307
147,55,4382,4429,2.0,6154.51,0.0306
148,16,4527,4598,3.0,5976.64,0.0297
149,59,4383,4430,2.0,5962.36,0.0296
150,40,8599,8623,1.04,5805.03,0.0288
151,14,39,46,0.33,5781.55,0.0287
152,5,782,790,0.38,5728.33,0.0284
153,19,63,78,0.67,5694.17,0.0283
154,3,846,893,2.0,5610.35,0.0279
155,56,439,490,2.17,5537.69,0.0275
156,51,7822,7831,0.42,5535.85,0.0275
157,44,5701,5749,2.04,5453.99,0.0271
158,22,8682,8691,0.42,5420.02,0.0269
159,29,8728,8736,0.38,5409.44,0.0269
160,19,4382,4429,2.0,5399.43,0.0268
161,29,511,583,3.04,5346.41,0.0265
162,42,391,415,1.04,5342.85,0.0265
163,40,570,579,0.42,5314.45,0.0264
164,26,8343,8352,0.42,5303.99,0.0263
165,43,391,415,1.04,5252.21,0.0261
166,33,5774,5775,0.08,5227.83,0.026
167,10,1649,1687,1.62,5209.66,0.0259
168,18,8463,8479,0.71,5190.6,0.0258
169,54,183,190,0.33,5100.86,0.0253
170,51,4239,4286,2.0,5081.8,0.0252
171,19,7,7,0.04,5031.18,0.025
172,13,7983,7992,0.42,4966.01,0.0247
173,38,5101,5103,0.12,4855.47,0.0241
174,57,8265,8275,0.46,4846.86,0.0241
175,49,5319,5376,2.42,4747.29,0.0236
176,12,1672,1679,0.33,4714.52,0.0234
177,6,318,322,0.21,4656.59,0.0231
178,43,5126,5126,0.04,4615.7,0.0229
179,50,7960,7970,0.46,4569.76,0.0227
180,36,7985,7992,0.33,4564.77,0.0227
181,20,4885,4933,2.04,4550.74,0.0226
182,39,8728,8737,0.42,4549.16,0.0226
183,55,329,343,0.62,4514.43,0.0224
184,23,4886,4909,1.0,4422.18,0.022
185,21,5053,5079,1.12,4358.07,0.0216
186,35,5917,5942,1.08,4326.92,0.0215
187,34,3829,3924,4.0,4314.46,0.0214
188,44,496,501,0.25,4303.75,0.0214
189,49,92,103,0.5,4299.0,0.0213
190,21,1312,1319,0.33,4295.81,0.0213
191,6,4430,4455,1.08,4284.71,0.0213
192,58,8247,8257,0.46,4240.86,0.0211
193,26,8719,8743,1.04,4210.51,0.0209
194,12,38,46,0.38,4205.44,0.0209
195,17,5869,5895,1.12,4198.61,0.0208
196,13,4429,4455,1.12,4181.5,0.0208
197,6,7,31,1.04,3980.57,0.0198
198,1,5774,5799,1.08,3953.85,0.0196
199,57,6207,6252,1.92,3952.57,0.0196
200,28,8719,8743,1.04,3916.45,0.0194
201,52,4911,4934,1.0,3854.12,0.0191
202,2,151,175,1.04,3725.04,0.0185
203,59,7879,7914,1.5,3701.32,0.0184
204,25,1432,1437,0.25,3680.64,0.0183
205,39,490,535,1.92,3676.65,0.0183
206,50,1312,1317,0.25,3626.19,0.018
207,31,5750,5773,1.0,3625.98,0.018
208,25,4238,4261,1.0,3612.78,0.0179
209,11,4959,4959,0.04,3506.51,0.0174
210,57,535,559,1.04,3502.04,0.0174
211,8,592,600,0.38,3477.82,0.0173
212,2,5918,5942,1.04,3409.4,0.0169
213,58,5798,5799,0.08,3405.07,0.0169
214,17,7914,7919,0.25,3374.44,0.0168
215,14,4190,4237,2.0,3313.89,0.0165
216,10,952,957,0.25,3311.35,0.0164
217,27,712,718,0.29,3249.74,0.0161
218,42,8623,8623,0.04,3236.17,0.0161
219,47,4549,4550,0.08,3225.27,0.016
220,35,0,8,0.38,3185.12,0.0158
221,15,5751,5797,1.96,3161.76,0.0157
222,24,3638,3686,2.04,3119.7,0.0155
223,45,5797,5799,0.12,3117.65,0.0155
224,27,4911,4934,1.0,3081.24,0.0153
225,10,114,122,0.38,3057.93,0.0152
226,58,7959,7967,0.38,3055.5,0.0152
227,56,4887,4934,2.0,3010.25,0.0149
228,60,1360,1365,0.25,3009.09,0.0149
229,26,5245,5293,2.04,2992.34,0.0149
230,28,7855,7879,1.04,2986.46,0.0148
231,30,4190,4213,1.0,2964.78,0.0147
232,16,583,607,1.04,2958.05,0.0147
233,21,4550,4598,2.04,2954.19,0.0147
234,39,981,985,0.21,2896.43,0.0144
235,41,7,7,0.04,2855.2,0.0142
236,24,1216,1220,0.21,2852.05,0.0142
237,24,4405,4406,0.08,2819.34,0.014
238,10,4911,4934,1.0,2810.45,0.014
239,41,4959,4959,0.04,2773.09,0.0138
240,31,5271,5271,0.04,2762.4,0.0137
241,39,31,55,1.04,2761.91,0.0137
242,7,5966,5967,0.08,2746.24,0.0136
243,46,5941,5965,1.04,2727.07,0.0135
244,37,5919,5941,0.96,2710.03,0.0135
245,18,5751,5774,1.0,2705.91,0.0134
246,37,4933,4933,0.04,2657.73,0.0132
247,26,4958,4958,0.04,2657.26,0.0132
248,51,4549,4549,0.04,2654.48,0.0132
249,56,4262,4262,0.04,2652.62,0.0132
250,54,4429,4429,0.04,2652.3,0.0132
251,15,4934,4934,0.04,2650.84,0.0132
252,17,4934,4934,0.04,2649.36,0.0132
253,32,4934,4934,0.04,2645.45,0.0131
254,27,4622,4622,0.04,2644.41,0.0131
255,39,4934,4934,0.04,2644.05,0.0131
256,43,5702,5726,1.04,2641.31,0.0131
257,14,4550,4550,0.04,2640.42,0.0131
258,45,5102,5102,0.04,2640.03,0.0131
259,3,4910,4910,0.04,2639.99,0.0131
260,49,678,680,0.12,2639.16,0.0131
261,33,4934,4959,1.08,2636.44,0.0131
262,44,4887,4887,0.04,2633.25,0.0131
263,12,4959,4959,0.04,2625.9,0.013
264,19,5103,5103,0.04,2624.91,0.013
265,56,5271,5271,0.04,2623.61,0.013
266,36,5271,5271,0.04,2622.97,0.013
267,39,4551,4551,0.04,2621.67,0.013
268,24,5895,5895,0.04,2621.32,0.013
269,20,5271,5271,0.04,2620.18,0.013
270,55,4623,4623,0.04,2617.98,0.013
271,14,5271,5271,0.04,2617.52,0.013
272,15,4623,4623,0.04,2616.81,0.013
273,48,4623,4623,0.04,2616.76,0.013
274,27,5127,5127,0.04,2616.68,0.013
275,59,4527,4527,0.04,2615.59,0.013
276,6,5775,5775,0.04,2615.49,0.013
277,29,5271,5271,0.04,2614.74,0.013
278,34,5895,5895,0.04,2614.34,0.013
279,9,4238,4238,0.04,2614.07,0.013
280,35,5271,5271,0.04,2613.52,0.013
281,26,4695,4695,0.04,2613.39,0.013
282,2,5271,5271,0.04,2613.15,0.013
283,18,5127,5127,0.04,2612.78,0.013
284,54,8407,8407,0.04,2612.64,0.013
285,52,4623,4623,0.04,2610.36,0.013
286,57,4959,4959,0.04,2609.84,0.013
287,46,5271,5271,0.04,2606.55,0.0129
288,4,5967,5967,0.04,2606.51,0.0129
289,3,4959,4959,0.04,2606.14,0.0129
290,54,4622,4622,0.04,2605.31,0.0129
291,37,5079,5079,0.04,2604.02,0.0129
292,47,4959,4959,0.04,2603.18,0.0129
293,10,4623,4623,0.04,2602.19,0.0129
294,58,5271,5271,0.04,2601.48,0.0129
295,21,5223,5223,0.04,2600.85,0.0129
296,23,5559,5559,0.04,2597.25,0.0129
297,32,4023,4023,0.04,2591.88,0.0129
298,11,305,310,0.25,2586.08,0.0128
299,40,5198,5198,0.04,2576.89,0.0128
300,2,534,535,0.08,2570.69,0.0128
301,52,727,727,0.04,2569.92,0.0128
302,47,5919,5966,2.0,2557.34,0.0127
303,1,4286,4286,0.04,2534.21,0.0126
304,29,4933,4933,0.04,2527.96,0.0126
305,1,5918,5942,1.04,2491.45,0.0124
306,58,952,955,0.17,2444.4,0.0121
307,19,8655,8658,0.17,2398.02,0.0119
308,41,5870,5870,0.04,2395.89,0.0119
309,37,328,333,0.25,2364.42,0.0117
310,41,5223,5246,1.0,2362.03,0.0117
311,3,4358,4381,1.0,2317.64,0.0115
312,41,329,333,0.21,2290.05,0.0114
313,36,5126,5126,0.04,2289.4,0.0114
314,31,4934,4957,1.0,2288.7,0.0114
315,49,5222,5222,0.04,2231.52,0.0111
316,49,160,163,0.17,2222.72,0.011
317,10,5702,5725,1.0,2212.13,0.011
318,9,4934,4934,0.04,2208.29,0.011
319,18,4909,4909,0.04,2183.29,0.0108
320,20,4358,4382,1.04,2160.5,0.0107
321,47,5606,5629,1.0,2155.45,0.0107
322,13,4285,4285,0.04,2150.36,0.0107
323,50,5798,5799,0.08,2143.49,0.0106
324,4,8165,8167,0.12,2139.84,0.0106
325,58,5077,5077,0.04,2139.14,0.0106
326,50,5894,5894,0.04,2127.99,0.0106
327,33,8047,8047,0.04,2111.29,0.0105
328,9,5629,5630,0.08,2106.42,0.0105
329,46,8119,8119,0.04,2099.54,0.0104
330,57,4262,4262,0.04,2071.9,0.0103
331,10,5102,5102,0.04,2067.7,0.0103
332,16,5126,5126,0.04,2062.85,0.0102
333,2,4094,4094,0.04,2060.12,0.0102
334,38,5918,5918,0.04,2038.89,0.0101
335,12,4574,4574,0.04,2038.39,0.0101
336,21,1206,1208,0.12,2019.83,0.01
337,11,4742,4742,0.04,1933.66,0.0096
338,48,5630,5630,0.04,1912.84,0.0095
339,34,5775,5799,1.04,1900.67,0.0094
340,39,5917,5918,0.08,1884.15,0.0094
341,59,510,513,0.17,1875.23,0.0093
342,36,1471,1495,1.04,1863.74,0.0093
343,53,8071,8071,0.04,1827.67,0.0091
344,28,5246,5271,1.08,1803.22,0.009
345,28,8248,8251,0.17,1706.03,0.0085
346,6,6135,6157,0.96,1705.23,0.0085
347,37,5559,5582,1.0,1623.82,0.0081
348,17,5558,5582,1.04,1600.62,0.0079
349,19,6110,6110,0.04,1591.41,0.0079
350,33,4405,4429,1.04,1585.92,0.0079
351,36,4622,4623,0.08,1568.11,0.0078
352,28,3949,3973,1.04,1557.16,0.0077
353,32,5558,5559,0.08,1555.25,0.0077
354,14,7903,7903,0.04,1538.76,0.0076
355,41,256,258,0.12,1521.71,0.0076
356,23,4358,4358,0.04,1498.07,0.0074
357,57,4405,4429,1.04,1492.96,0.0074
358,27,415,416,0.08,1487.78,0.0074
359,18,4382,4405,1.0,1473.78,0.0073
360,29,4789,4790,0.08,1450.66,0.0072
361,56,4406,4428,0.96,1436.82,0.0071
362,31,8551,8551,0.04,1430.62,0.0071
363,21,1126,1129,0.17,1380.61,0.0069
364,33,5079,5099,0.88,1361.88,0.0068
365,22,4405,4429,1.04,1361.13,0.0068
366,12,5414,5438,1.04,1330.62,0.0066
367,31,295,295,0.04,1293.33,0.0064
368,11,6085,6085,0.04,1288.18,0.0064
369,60,5702,5702,0.04,1285.49,0.0064
370,29,4262,4262,0.04,1269.88,0.0063
371,3,3923,3949,1.12,1212.99,0.006
372,52,6109,6109,0.04,1185.3,0.0059
373,39,6254,6254,0.04,1180.18,0.0059
374,9,5751,5751,0.04,1143.56,0.0057
375,54,5870,5870,0.04,1143.02,0.0057
376,36,6230,6230,0.04,1138.51,0.0057
377,14,5893,5893,0.04,1123.41,0.0056
378,41,5605,5605,0.04,1121.92,0.0056
379,54,6207,6207,0.04,1104.82,0.0055
380,35,6110,6110,0.04,1099.44,0.0055
381,12,3709,3709,0.04,1075.88,0.0053
382,4,4191,4191,0.04,1069.11,0.0053
383,60,5535,5535,0.04,1061.69,0.0053
384,13,3734,3734,0.04,1051.29,0.0052
385,25,319,319,0.04,1041.89,0.0052
386,35,4887,4887,0.04,1036.06,0.0051
387,45,4743,4743,0.04,1024.56,0.0051
388,56,5868,5868,0.04,1019.81,0.0051
389,51,3926,3926,0.04,1018.49,0.0051
390,52,4286,4286,0.04,1005.63,0.005
391,23,4430,4430,0.04,1002.06,0.005
392,43,5270,5270,0.04,1000.78,0.005
393,32,4863,4863,0.04,995.69,0.0049
394,59,7822,7824,0.12,993.21,0.0049
395,31,6277,6277,0.04,977.66,0.0049
396,8,3708,3708,0.04,972.88,0.0048
397,34,5126,5126,0.04,970.78,0.0048
398,42,5246,5246,0.04,970.18,0.0048
399,59,4261,4261,0.04,968.6,0.0048
400,48,6063,6063,0.04,964.71,0.0048
401,48,5462,5462,0.04,962.03,0.0048
402,44,4742,4742,0.04,952.66,0.0047
403,17,4743,4743,0.04,950.54,0.0047
404,45,5438,5438,0.04,950.36,0.0047
405,4,3613,3613,0.04,946.63,0.0047
406,55,271,271,0.04,944.75,0.0047
407,16,5702,5702,0.04,934.99,0.0046
408,53,5606,5606,0.04,933.87,0.0046
409,46,4620,4620,0.04,933.34,0.0046
410,22,5294,5294,0.04,927.89,0.0046
411,12,4478,4478,0.04,912.07,0.0045
412,28,4598,4598,0.04,879.84,0.0044
413,26,4550,4550,0.04,878.64,0.0044
414,13,679,679,0.04,859.11,0.0043
415,15,727,727,0.04,854.82,0.0042
416,52,5413,5414,0.08,849.09,0.0042
417,29,8143,8143,0.04,841.41,0.0042
418,49,6255,6255,0.04,837.94,0.0042
419,43,487,487,0.04,834.7,0.0041
420,46,6110,6110,0.04,830.26,0.0041
421,33,1254,1254,0.04,824.64,0.0041
422,13,4044,4045,0.08,820.12,0.0041
423,37,103,103,0.04,804.91,0.004
424,1,1241,1241,0.04,796.89,0.004
425,20,833,833,0.04,791.47,0.0039
426,12,174,175,0.08,788.84,0.0039
427,38,8071,8071,0.04,785.49,0.0039
428,4,1843,1843,0.04,756.72,0.0038
429,6,7721,7721,0.04,756.29,0.0038
430,38,4621,4621,0.04,701.92,0.0035
431,11,4526,4526,0.04,697.21,0.0035
432,13,4934,4934,0.04,692.4,0.0034
433,17,8527,8527,0.04,682.62,0.0034
434,9,7879,7879,0.04,682.17,0.0034
435,35,8239,8239,0.04,674.73,0.0034
436,34,175,175,0.04,674.35,0.0033
437,51,6231,6231,0.04,670.6,0.0033
438,27,5773,5773,0.04,662.93,0.0033
439,56,7630,7630,0.04,659.28,0.0033
440,39,5726,5726,0.04,657.5,0.0033
441,22,536,536,0.04,638.44,0.0032
442,59,4647,4647,0.04,628.34,0.0031
443,26,449,449,0.04,626.93,0.0031
444,58,4429,4429,0.04,626.31,0.0031
445,7,823,823,0.04,624.68,0.0031
446,52,823,823,0.04,620.91,0.0031
447,43,943,943,0.04,613.69,0.003
448,23,4599,4599,0.04,612.92,0.003
449,32,5103,5103,0.04,612.65,0.003
450,9,847,847,0.04,603.02,0.003
451,19,5367,5367,0.04,602.44,0.003
452,50,1783,1783,0.04,600.05,0.003
453,34,1039,1039,0.04,598.96,0.003
454,22,5366,5366,0.04,597.19,0.003
455,21,4069,4069,0.04,595.47,0.003
456,27,8575,8575,0.04,593.78,0.0029
457,60,655,655,0.04,585.37,0.0029
458,23,295,295,0.04,584.73,0.0029
459,20,5701,5701,0.04,582.16,0.0029
460,3,5462,5462,0.04,582.0,0.0029
461,17,5773,5773,0.04,581.59,0.0029
462,55,6109,6109,0.04,575.49,0.0029
463,52,5727,5727,0.04,574.33,0.0029
464,56,6111,6111,0.04,570.08,0.0028
465,27,4766,4766,0.04,566.6,0.0028
466,8,319,319,0.04,561.71,0.0028
467,6,5893,5893,0.04,554.13,0.0028
468,27,8239,8239,0.04,553.83,0.0028
469,35,6061,6061,0.04,545.68,0.0027
470,29,5941,5941,0.04,543.46,0.0027
471,8,1375,1375,0.04,540.02,0.0027
472,2,3948,3948,0.04,539.73,0.0027
473,8,5941,5941,0.04,536.62,0.0027
474,30,4549,4549,0.04,536.0,0.0027
475,17,4573,4573,0.04,533.42,0.0026
476,54,5463,5463,0.04,526.94,0.0026
477,40,5581,5581,0.04,526.43,0.0026
478,34,6206,6206,0.04,526.0,0.0026
479,34,989,989,0.04,524.26,0.0026
480,12,3973,3973,0.04,520.88,0.0026
481,14,3925,3925,0.04,520.22,0.0026
482,40,8537,8537,0.04,518.84,0.0026
483,32,3948,3948,0.04,516.36,0.0026
484,45,5006,5006,0.04,514.96,0.0026
485,55,3949,3949,0.04,514.89,0.0026
486,6,4549,4549,0.04,513.49,0.0025
487,15,6374,6374,0.04,512.54,0.0025
488,31,7051,7051,0.04,510.14,0.0025
489,18,4094,4094,0.04,504.88,0.0025
490,41,7855,7855,0.04,502.29,0.0025
491,1,4524,4524,0.04,501.86,0.0025
492,44,4527,4527,0.04,500.53,0.0025
493,51,3781,3781,0.04,499.12,0.0025
494,29,5101,5101,0.04,498.45,0.0025
495,48,4405,4405,0.04,497.99,0.0025
496,42,4428,4428,0.04,487.84,0.0024
497,51,5968,5968,0.04,487.15,0.0024
498,40,4622,4622,0.04,485.88,0.0024
499,11,6302,6302,0.04,485.3,0.0024
500,15,5606,5606,0.04,482.09,0.0024
501,45,3973,3973,0.04,480.7,0.0024
502,40,8335,8335,0.04,473.84,0.0024
503,32,7,7,0.04,473.38,0.0024
504,50,4358,4358,0.04,472.06,0.0023
505,31,5534,5534,0.04,470.42,0.0023
506,39,6110,6110,0.04,464.68,0.0023
507,11,4261,4261,0.04,463.6,0.0023
508,55,6,6,0.04,461.66,0.0023
509,48,5198,5198,0.04,460.19,0.0023
510,50,4429,4429,0.04,459.37,0.0023
511,36,5677,5677,0.04,457.26,0.0023
512,58,5702,5702,0.04,455.07,0.0023
513,11,751,751,0.04,450.64,0.0022
514,25,4885,4885,0.04,450.24,0.0022
515,8,5391,5391,0.04,448.1,0.0022
516,54,5701,5701,0.04,447.03,0.0022
517,47,1279,1279,0.04,446.6,0.0022
518,8,5701,5701,0.04,445.79,0.0022
519,24,4910,4910,0.04,445.63,0.0022
520,36,4405,4405,0.04,445.24,0.0022
521,1,4381,4381,0.04,444.45,0.0022
522,38,4020,4020,0.04,444.38,0.0022
523,30,4119,4119,0.04,443.21,0.0022
524,48,4094,4094,0.04,442.86,0.0022
525,6,6036,6036,0.04,442.0,0.0022
526,20,4093,4093,0.04,441.87,0.0022
527,53,5774,5774,0.04,440.43,0.0022
528,14,4429,4429,0.04,440.12,0.0022
529,7,5389,5389,0.04,438.65,0.0022
530,10,5797,5797,0.04,438.49,0.0022
531,27,5964,5964,0.04,438.3,0.0022
532,49,5773,5773,0.04,437.73,0.0022
533,36,4117,4117,0.04,436.5,0.0022
534,59,5534,5534,0.04,436.28,0.0022
535,57,5798,5798,0.04,434.63,0.0022
536,7,4429,4429,0.04,433.92,0.0022
537,60,6061,6061,0.04,432.81,0.0021
538,5,4093,4093,0.04,432.2,0.0021
539,54,3972,3972,0.04,431.48,0.0021
540,38,4117,4117,0.04,430.61,0.0021
541,41,5749,5749,0.04,428.0,0.0021
542,26,3925,3925,0.04,427.99,0.0021
543,16,6085,6085,0.04,427.27,0.0021
544,30,5701,5701,0.04,426.6,0.0021
545,46,5773,5773,0.04,425.88,0.0021
546,22,6111,6111,0.04,425.67,0.0021
547,26,4045,4045,0.04,425.58,0.0021
548,9,5845,5845,0.04,425.33,0.0021
549,11,3998,3998,0.04,424.86,0.0021
550,42,5893,5893,0.04,424.05,0.0021
551,2,3347,3347,0.04,423.95,0.0021
552,19,5725,5725,0.04,423.86,0.0021
553,35,4453,4453,0.04,422.53,0.0021
554,53,3564,3564,0.04,422.52,0.0021
555,27,4404,4404,0.04,422.03,0.0021
556,50,6013,6013,0.04,421.89,0.0021
557,37,5701,5701,0.04,421.33,0.0021
558,29,4550,4550,0.04,420.43,0.0021
559,15,991,991,0.04,420.36,0.0021
560,16,4429,4429,0.04,419.54,0.0021
561,55,5991,5991,0.04,418.96,0.0021
562,25,4429,4429,0.04,417.56,0.0021
563,21,5917,5917,0.04,416.85,0.0021
564,49,6037,6037,0.04,415.81,0.0021
565,45,3589,3589,0.04,415.66,0.0021
566,51,4429,4429,0.04,413.89,0.0021
567,60,3973,3973,0.04,413.3,0.0021
568,15,3973,3973,0.04,412.7,0.002
569,49,5702,5702,0.04,412.48,0.002
570,3,5246,5246,0.04,411.82,0.002
571,54,4258,4258,0.04,411.82,0.002
572,41,6037,6037,0.04,411.37,0.002
573,50,8575,8575,0.04,410.38,0.002
574,13,4767,4767,0.04,409.51,0.002
575,43,4549,4549,0.04,407.87,0.002
576,10,4070,4070,0.04,407.68,0.002
577,15,6133,6133,0.04,405.66,0.002
578,31,4429,4429,0.04,405.65,0.002
579,13,55,55,0.04,404.69,0.002
580,43,5413,5413,0.04,401.5,0.002
581,2,5221,5221,0.04,396.49,0.002
582,45,4500,4500,0.04,393.71,0.002
583,9,4405,4405,0.04,392.25,0.0019
584,59,1183,1183,0.04,388.86,0.0019
585,53,5965,5965,0.04,385.76,0.0019
586,53,8009,8009,0.04,383.28,0.0019
587,37,4549,4549,0.04,382.95,0.0019
588,16,8431,8431,0.04,382.58,0.0019
589,48,4767,4767,0.04,381.0,0.0019
590,20,4549,4549,0.04,380.83,0.0019
591,44,5413,5413,0.04,376.67,0.0019
592,18,6398,6398,0.04,376.44,0.0019
593,11,4429,4429,0.04,375.06,0.0019
594,12,5750,5750,0.04,371.44,0.0018
595,32,5629,5629,0.04,368.74,0.0018
596,38,5750,5750,0.04,367.69,0.0018
597,30,6,6,0.04,359.38,0.0018
598,42,6230,6230,0.04,356.2,0.0018
599,5,8119,8119,0.04,354.23,0.0018
600,14,5965,5965,0.04,354.17,0.0018
601,46,6470,6470,0.04,352.22,0.0017
602,26,1421,1421,0.04,351.39,0.0017
603,20,8166,8166,0.04,349.88,0.0017
604,46,103,103,0.04,339.6,0.0017
605,10,8311,8311,0.04,339.44,0.0017
