rank,sc,t_start,t_end,duration_days,event_cost,cost_share_cross
357,38,4743,4743,0.04,1018.88,0.0038
358,31,5655,5655,0.04,1017.64,0.0038
359,32,5271,5271,0.04,1012.73,0.0038
360,7,5605,5606,0.08,1001.57,0.0037
361,34,5127,5127,0.04,994.03,0.0037
362,58,5055,5055,0.04,989.22,0.0037
363,36,5919,5919,0.04,986.72,0.0037
364,14,5031,5031,0.04,986.03,0.0037
365,37,4621,4621,0.04,981.01,0.0037
366,28,4935,4935,0.04,978.4,0.0037
367,54,5102,5102,0.04,967.54,0.0036
368,11,4791,4791,0.04,964.05,0.0036
369,15,5485,5509,1.04,960.1,0.0036
370,23,4623,4623,0.04,946.45,0.0035
371,4,4910,4910,0.04,939.01,0.0035
372,7,4910,4910,0.04,931.8,0.0035
373,56,5127,5127,0.04,930.37,0.0035
374,58,8695,8695,0.04,918.3,0.0034
375,40,4718,4718,0.04,917.92,0.0034
376,15,4742,4742,0.04,910.84,0.0034
377,41,1506,1507,0.08,903.59,0.0034
378,54,1073,1078,0.25,901.2,0.0034
379,31,5126,5148,0.96,900.98,0.0034
380,26,5895,5895,0.04,900.0,0.0034
381,51,4934,4934,0.04,887.1,0.0033
382,49,4933,4933,0.04,869.93,0.0033
383,41,5631,5631,0.04,866.65,0.0032
384,60,5319,5319,0.04,862.58,0.0032
385,44,4647,4647,0.04,849.96,0.0032
386,32,4549,4574,1.08,838.97,0.0031
387,25,6206,6230,1.04,823.36,0.0031
388,10,4237,4237,0.04,822.09,0.0031
389,35,5125,5125,0.04,812.25,0.003
390,37,8143,8143,0.04,811.8,0.003
391,22,4622,4622,0.04,802.39,0.003
392,17,4454,4478,1.04,799.4,0.003
393,21,4622,4622,0.04,791.01,0.003
394,54,4622,4622,0.04,783.48,0.0029
395,46,4935,4935,0.04,776.01,0.0029
396,52,544,548,0.21,771.44,0.0029
397,53,5246,5246,0.04,766.92,0.0029
398,29,5271,5271,0.04,766.26,0.0029
399,55,4934,4934,0.04,764.43,0.0029
400,13,4262,4262,0.04,756.66,0.0028
401,27,5342,5342,0.04,751.73,0.0028
402,57,5654,5654,0.04,737.21,0.0028
403,31,5077,5077,0.04,732.46,0.0027
404,3,5077,5077,0.04,726.97,0.0027
405,48,5846,5846,0.04,726.65,0.0027
406,28,5438,5438,0.04,720.41,0.0027
407,59,5222,5222,0.04,720.13,0.0027
408,10,8599,8599,0.04,711.34,0.0027
409,46,4213,4213,0.04,710.94,0.0027
410,12,5581,5607,1.12,705.68,0.0026
411,29,5797,5797,0.04,703.24,0.0026
412,9,8407,8407,0.04,697.62,0.0026
413,47,4430,4430,0.04,697.29,0.0026
414,11,5894,5894,0.04,691.74,0.0026
415,17,4886,4886,0.04,683.03,0.0026
416,60,4454,4454,0.04,662.65,0.0025
417,4,5294,5295,0.08,661.77,0.0025
418,24,5918,5918,0.04,659.08,0.0025
419,16,4286,4286,0.04,655.25,0.0025
420,3,622,622,0.04,653.12,0.0024
421,50,5918,5918,0.04,652.5,0.0024
422,4,5773,5773,0.04,652.1,0.0024
423,23,462,465,0.17,650.51,0.0024
424,44,6110,6110,0.04,633.53,0.0024
425,58,4885,4885,0.04,623.1,0.0023
426,48,5702,5702,0.04,618.18,0.0023
427,10,7721,7721,0.04,616.58,0.0023
428,19,5941,5941,0.04,614.86,0.0023
429,34,3206,3206,0.04,612.71,0.0023
430,23,4286,4286,0.04,602.01,0.0023
431,29,4429,4429,0.04,601.3,0.0023
432,6,5917,5917,0.04,596.42,0.0022
433,26,8215,8215,0.04,593.04,0.0022
434,1,5558,5558,0.04,589.23,0.0022
435,33,5317,5317,0.04,588.68,0.0022
436,52,4910,4910,0.04,582.99,0.0022
437,32,5654,5654,0.04,582.29,0.0022
438,49,4742,4742,0.04,577.6,0.0022
439,32,4070,4070,0.04,569.62,0.0021
440,37,7735,7735,0.04,569.12,0.0021
441,17,3901,3901,0.04,568.98,0.0021
442,34,1207,1207,0.04,564.71,0.0021
443,9,3877,3877,0.04,560.56,0.0021
444,41,5126,5126,0.04,556.94,0.0021
445,46,8289,8289,0.04,549.8,0.0021
446,49,5125,5125,0.04,548.2,0.0021
447,50,1350,1352,0.12,546.97,0.002
448,37,4045,4045,0.04,546.39,0.002
449,26,3902,3902,0.04,541.76,0.002
450,20,5773,5774,0.08,537.04,0.002
451,16,4958,4958,0.04,535.29,0.002
452,15,4693,4693,0.04,534.03,0.002
453,57,3949,3949,0.04,530.94,0.002
454,23,4982,4982,0.04,509.66,0.0019
455,57,4022,4022,0.04,503.47,0.0019
456,50,1529,1529,0.04,492.97,0.0018
457,51,5582,5582,0.04,490.1,0.0018
458,40,4213,4214,0.08,478.19,0.0018
459,2,8119,8119,0.04,474.97,0.0018
460,10,5558,5558,0.04,471.98,0.0018
461,17,1158,1160,0.12,457.07,0.0017
462,44,5413,5413,0.04,456.2,0.0017
463,37,4142,4142,0.04,455.24,0.0017
464,8,5198,5198,0.04,452.99,0.0017
465,4,7926,7928,0.12,449.65,0.0017
466,36,4742,4742,0.04,441.24,0.0017
467,3,1351,1351,0.04,440.04,0.0016
468,10,5269,5269,0.04,436.96,0.0016
469,11,918,920,0.12,428.78,0.0016
470,50,4718,4718,0.04,408.68,0.0015
471,13,5486,5486,0.04,400.31,0.0015
472,5,7903,7903,0.04,395.2,0.0015
473,14,343,343,0.04,380.3,0.0014
474,59,4429,4429,0.04,379.19,0.0014
475,2,4405,4405,0.04,377.95,0.0014
476,34,3925,3925,0.04,376.82,0.0014
477,46,5606,5606,0.04,371.07,0.0014
478,9,5535,5535,0.04,370.3,0.0014
479,40,4885,4885,0.04,369.47,0.0014
480,22,5941,5941,0.04,365.62,0.0014
481,40,5918,5918,0.04,350.43,0.0013
482,38,4429,4429,0.04,344.61,0.0013
483,35,4525,4525,0.04,338.46,0.0013
484,7,4069,4069,0.04,333.2,0.0012
485,23,6206,6206,0.04,328.8,0.0012
486,28,5365,5365,0.04,323.96,0.0012
487,2,55,55,0.04,323.38,0.0012
488,39,5127,5127,0.04,321.41,0.0012
489,44,3709,3709,0.04,320.74,0.0012
490,14,4237,4237,0.04,320.38,0.0012
491,43,5413,5413,0.04,315.76,0.0012
492,33,5053,5053,0.04,313.96,0.0012
493,16,5725,5725,0.04,312.48,0.0012
494,37,5053,5053,0.04,312.44,0.0012
495,20,5101,5101,0.04,311.55,0.0012
496,52,5559,5559,0.04,311.5,0.0012
497,1,679,679,0.04,310.63,0.0012
498,51,5412,5412,0.04,308.75,0.0012
499,21,4934,4934,0.04,306.41,0.0011
500,30,4933,4933,0.04,305.8,0.0011
501,3,5270,5270,0.04,305.7,0.0011
502,6,3589,3589,0.04,300.41,0.0011
503,60,5077,5077,0.04,299.69,0.0011
504,52,5389,5389,0.04,296.11,0.0011
505,44,5701,5701,0.04,294.45,0.0011
506,23,5389,5389,0.04,291.25,0.0011
507,40,1337,1337,0.04,286.41,0.0011
508,56,534,535,0.08,281.63,0.0011
509,15,208,209,0.08,280.83,0.0011
510,53,4429,4429,0.04,280.22,0.001
511,26,1158,1159,0.08,277.66,0.001
512,56,8071,8072,0.08,277.24,0.001
513,21,4117,4117,0.04,272.45,0.001
514,46,5822,5822,0.04,267.42,0.001
515,26,4549,4549,0.04,265.04,0.001
516,11,4549,4549,0.04,264.45,0.001
517,30,5463,5463,0.04,262.43,0.001
518,23,4861,4861,0.04,262.42,0.001
519,58,4525,4525,0.04,255.47,0.001
520,57,4285,4285,0.04,252.37,0.0009
521,24,6109,6109,0.04,251.94,0.0009
522,17,5293,5293,0.04,250.67,0.0009
523,12,4429,4429,0.04,249.35,0.0009
524,47,4861,4861,0.04,247.12,0.0009
525,25,6036,6036,0.04,245.52,0.0009
526,50,4549,4549,0.04,243.77,0.0009
527,17,4573,4573,0.04,242.41,0.0009
528,41,6013,6013,0.04,236.1,0.0009
529,55,5245,5245,0.04,234.7,0.0009
530,9,5605,5605,0.04,230.95,0.0009
531,41,5437,5437,0.04,230.77,0.0009
532,13,5700,5700,0.04,230.36,0.0009
533,51,5245,5245,0.04,230.0,0.0009
534,52,8060,8060,0.04,229.51,0.0009
535,47,5030,5030,0.04,224.53,0.0008
536,46,4885,4885,0.04,220.84,0.0008
537,56,5967,5967,0.04,218.79,0.0008
538,45,5102,5102,0.04,210.0,0.0008
539,22,5413,5413,0.04,209.42,0.0008
540,19,666,666,0.04,207.14,0.0008
541,24,823,823,0.04,204.86,0.0008
542,36,5582,5582,0.04,198.63,0.0007
543,31,4549,4549,0.04,196.48,0.0007
544,5,8225,8225,0.04,190.48,0.0007
545,60,5966,5966,0.04,190.28,0.0007
546,39,319,319,0.04,189.28,0.0007
547,18,6135,6135,0.04,189.22,0.0007
548,34,4117,4117,0.04,188.64,0.0007
549,40,4285,4285,0.04,188.51,0.0007
550,55,79,79,0.04,187.81,0.0007
551,16,5341,5341,0.04,187.58,0.0007
552,7,5246,5246,0.04,181.47,0.0007
553,38,5341,5341,0.04,178.84,0.0007
554,16,5055,5055,0.04,178.51,0.0007
555,15,5605,5605,0.04,174.22,0.0007
556,60,4813,4813,0.04,171.84,0.0006
557,24,4765,4765,0.04,171.18,0.0006
558,33,5703,5703,0.04,168.97,0.0006
559,33,4332,4332,0.04,168.39,0.0006
560,46,6205,6205,0.04,166.51,0.0006
561,50,4981,4981,0.04,165.24,0.0006
562,12,5364,5364,0.04,164.05,0.0006
563,26,6206,6206,0.04,160.8,0.0006
564,6,6109,6109,0.04,160.34,0.0006
565,47,5847,5847,0.04,159.55,0.0006
566,43,593,593,0.04,157.16,0.0006
567,49,257,257,0.04,156.39,0.0006
568,9,257,257,0.04,155.16,0.0006
569,25,5295,5295,0.04,152.55,0.0006
570,20,5917,5917,0.04,151.84,0.0006
571,20,5317,5317,0.04,150.35,0.0006
572,48,5605,5605,0.04,149.96,0.0006
573,19,5389,5389,0.04,149.54,0.0006
574,7,4213,4213,0.04,149.27,0.0006
575,14,5583,5583,0.04,148.43,0.0006
576,17,4285,4285,0.04,148.23,0.0006
577,5,4957,4957,0.04,146.66,0.0005
578,52,5676,5676,0.04,146.34,0.0005
579,39,5533,5533,0.04,145.7,0.0005
580,2,5533,5533,0.04,144.47,0.0005
581,49,7759,7759,0.04,144.36,0.0005
582,29,5917,5917,0.04,144.34,0.0005
583,57,5725,5725,0.04,143.57,0.0005
584,4,4190,4190,0.04,142.6,0.0005
585,53,8753,8753,0.04,141.21,0.0005
586,33,521,521,0.04,140.88,0.0005
587,15,4837,4837,0.04,140.49,0.0005
588,39,5462,5462,0.04,140.38,0.0005
589,10,5412,5412,0.04,138.14,0.0005
