nettrans anom Nordics_N,stor level anom Nordics_N,stor discharge anom Nordics_N,nettrans anom Baltics,stor level anom Baltics,stor discharge anom Baltics,nettrans anom Nordics_S,stor level anom Nordics_S,stor discharge anom Nordics_S,nettrans anom British_Isles,stor level anom British_Isles,stor discharge anom British_Isles,nettrans anom NW_Continent,stor level anom NW_Continent,stor discharge anom NW_Continent,nettrans anom Med_East_N,stor level anom Med_East_N,stor discharge anom Med_East_N,nettrans anom Med_East_S,stor level anom Med_East_S,stor discharge anom Med_East_S,nettrans anom Greece,stor level anom Greece,stor discharge anom Greece,nettrans anom Italy,stor level anom Italy,stor discharge anom Italy,nettrans anom Iberia,stor level anom Iberia,stor discharge anom Iberia,nettrans anom Central_W,stor level anom Central_W,stor discharge anom Central_W,nettrans anom East_N,stor level anom East_N,stor discharge anom East_N,nettrans anom Central_E,stor level anom Central_E,stor discharge anom Central_E,sc,t_start,t_end
-1.7938234602099488,-2896.196888459841,8.606548895725538,1.1273982565696257,-169.75682477998677,0.2556409959674129,1.1097733556969152,-1480.56009206287,4.245665490246777,-3.590073406183805,172.69144185013747,-1.1147565590849857,8.804896169832446,-927.2274183651795,2.15252693055713,-0.8430702215748827,-811.6657157804607,2.7090257704343808,0.1406588292425256,-52.08310418472896,0.38656928266883095,0.2904371547775789,-145.59306099742136,0.41819775514201885,-2.359829916128284,-1464.955157631738,6.7890651018708486,-1.7605060913565336,-1700.841062839903,5.710956312361983,1.6017841624764908,-1945.9149755905385,7.623503475006618,0.8241722228603301,-982.8749341708844,2.2157096083206733,-3.5205747669993075,-599.2562339307624,1.838779572914496,51,232,439
-2.1923436878305465,-1686.4578273998084,7.135044670123872,0.5553626389629223,-29.08511290623695,-0.10859371263151069,1.7568176430430102,-1342.5024791831715,5.674118601887017,2.5576005675270186,-674.3948262556738,2.4745770879518454,0.22069975978685652,-1027.612443263281,2.808344916499191,-0.8481186759603302,-541.2151676073729,2.0103494657307657,-0.01657968046627012,-52.048028472305035,0.3861917676290425,-0.21908442617788404,-46.684531164019276,0.22724348435317232,1.6710051766617315,-1299.5342183180076,6.777032469919302,-1.3039728443416871,-764.4791569020621,8.964990713509767,-0.8061956794239062,-2487.9960395098415,15.846370006698777,0.27209148063543287,-497.45357130638223,1.0514776169313143,-1.549337109880807,-696.7068513549432,4.310285454833514,27,151,270
-0.9758610108949682,-793.9857673823134,2.1055009394777784,0.33265543303568323,-110.27093577563967,0.3667542461286301,0.5119228370828983,-868.2901328131095,4.860781024170484,-1.2755660902666115,-364.4745570998417,1.4526713007592127,5.878419758447402,-1505.945219140039,5.314669224057673,0.30529443095192144,-491.6928922604548,3.2735629202212113,-0.13359192222577748,-38.713477579945746,0.17244644382825536,-0.9802751048997433,61.48061219729094,-0.49121276291146465,2.240565258856404,-1654.8972132526585,10.411706251273248,-1.9708633369329973,-1078.6987616632832,3.4513589259356454,0.8515993100549035,-2620.853617933546,14.383019901252567,1.2596436821754415,-885.8464030551479,3.2303033904215495,-6.025567610998588,-804.587657908925,4.604739183780082,20,55,174
-4.5794102147164075,-1880.3679213882713,10.461286954253456,-0.024176377139565663,-97.72603645755416,0.3227736984955688,3.036526856305397,-1012.1192253042791,5.2364681254756125,-0.9463062737199,-1415.225422448213,4.288574060869511,16.356417190088415,-1708.7312034673814,5.680938106625061,-1.064649031164696,-459.9930903765208,2.1276334387758924,0.8477045164927323,-59.34523954186041,0.27813677822111416,-0.9296641000517787,59.7977098884354,-0.1927023990712471,-4.6293189087474165,-2151.7979147903407,13.120661640556035,-4.307451380395325,-496.9311874815587,2.3277710995159477,4.852515353982791,-3332.923307600524,20.049220744342378,1.620932447045048,-775.2463152146173,1.9040311755532393,-10.094998445332228,-1082.869633853947,5.971509807045612,52,520,671
-7.6361713449712525,-782.5698269417765,5.6585594279248035,1.1094777138837726,-112.18432636075599,0.30725270712152924,-0.15929812170627167,-653.5127366023005,3.618749846671065,-1.4998360832313624,-1094.216415596151,3.638358645859312,9.604686289708257,-2221.570572025165,4.356671907133345,-1.6007331929762378,-606.1957389722735,1.923559031755894,-0.06768000678520356,-34.35183057599179,1.399359250861882,0.7002175163647715,-194.89906944885692,0.4503795932158441,-1.9501248257982837,-1318.9942515531538,5.741042791603091,-4.159161359798863,-1924.5332474341244,10.933803548568118,10.057785143819881,-3694.0854365279747,16.571461958779352,4.17953507345114,-1247.0183392293566,4.084489182570745,-8.480726641789815,-727.4463918627091,3.7378259271561003,31,750,896
-0.23325544486577787,57.71978787390526,-5.727579605426946,0.6919569692736389,-10.500748444848217,0.16220644260398626,-0.41663372726094505,-99.3021601715318,-0.16478860139250173,-4.50514241845031,276.6578630876479,-1.607240038548339,-1.3109207914925964,-796.071587177309,6.74360873751381,-0.2826083036953352,-603.479610797463,3.9526059617666887,-0.11326439391457793,-56.35533953332098,0.9017231991986128,-0.2905915381061658,16.211241201527237,-0.3409052238561483,2.7918963032816086,-1058.1140998188419,10.804393661554768,2.1128398694604185,-1271.369596930443,10.002725928364779,3.6382389958097336,-1291.835058827009,11.546349198029045,2.0853353422331122,-512.8525439361466,3.1682879003908857,-4.283986180940179,-504.70020888259114,5.809360131728334,22,159,246
-2.13170351362956,-1030.0796577755655,6.882647337800389,0.8896530094088066,-234.91156824447452,0.9818921215341777,5.852772127861023,-1225.365595091956,7.280310811771134,-2.161902212681418,-777.779161012817,4.352833728158798,3.4824072592342157,-2255.274634873373,12.116266714668903,-0.7027557363262247,-480.09969604739865,3.5041015114369722,0.25792573397417506,-9.366564617372084,0.17093229321010917,0.15424786868223384,-43.008152960401986,-0.13367090319157504,-3.4907775753799046,-1244.3039802014023,6.629242250907552,-3.4566673800695353,-1135.4244748722572,8.279794543977069,5.951542440522909,-3383.5829757225792,20.53642796271095,0.38248355979710347,-1261.8741140952584,5.561742480352173,-4.829392535538232,-770.9105257817193,4.829381363849231,55,8391,8503
-5.632135355006302,-1529.5743826554851,4.389537069983259,0.8705633248823688,-149.6826249296106,0.34283929705737365,0.756407487001379,-1245.964071652415,4.4298034911140025,1.6163367457989262,-957.1072700439186,2.515618800824644,6.498713509065889,-1424.6061171024087,3.4416864120141994,-0.21964203513962544,-536.0094419720435,3.148010189270855,-0.6868274920328954,-32.301568800112214,0.29142246264138727,0.233964665273792,-239.07838492611126,0.5945939965459346,-1.4035837579008552,-1969.5389103861446,8.633357249569992,-4.219705823982536,-1195.4744078401818,5.90224186169336,7.5827072226254755,-3255.0196836945547,16.06097949414579,1.5810218919750292,-1533.3296619276205,5.11818891461963,-6.702204071712259,-858.4438324933867,4.618311182037697,18,199,353
-0.08694418568296336,-1712.2296585092458,7.380765342844466,1.4983024583050677,-245.56126133882432,1.1037948542435208,0.36640210101668136,-1327.7800194006718,5.7488088944674285,4.257380029203034,-1117.1190082911032,2.9955067246210025,3.0904289007710988,-2083.7914463842208,4.929804006219204,-0.5567814959695876,-500.09884167661585,2.7039249090482738,0.15860647280041953,-88.9338382350559,0.10558784152100831,-0.26116997123822927,-11.889186134002372,0.05736009765792449,-6.099461769756391,-607.1982550673508,3.9331721444017145,-2.979083801662725,-1390.3837869517733,5.65517573378639,2.5886618938611177,-3088.5055951189215,15.408965121774596,-0.6176669247402935,-895.2295766525571,3.6155843581137908,-1.06587139199487,-1150.7624293665624,5.468137001218125,46,568,705
-0.4930682989230786,-1467.881132226516,2.990493610688411,0.9095157464325662,-207.38205455469193,0.6369603597267145,2.8218258309331667,-1012.5384648663805,3.1359805769755464,1.215448361765751,227.54577354404302,-0.3368421078308552,5.743217977734151,-1040.4357380289182,6.364485726540297,-0.4674157591240006,-577.1868020219937,2.72276821009347,0.1998083126419719,-59.44097624689649,-0.12080256769382425,-0.447189464161867,106.99473499446549,-0.24484532000470405,-0.7100839234179024,47.64256199316276,-0.6793619246164209,1.6461280713201027,556.7603014638918,-4.348330823567837,-10.834665422108511,235.48256816625477,-0.20473270904808594,1.9057586258639594,-792.2921210851533,1.6370919369489996,-1.5819925625773639,-506.46129052103487,2.146933561226099,34,353,522
-2.9934838531929815,-2239.3366960947296,13.637950545264426,0.5167472708124314,-111.50294026492297,0.3507490508894713,6.8527557771332095,-1486.9039674301157,7.427198483845849,3.095831210816228,-1532.451967323477,6.139855487401241,4.627530209295864,-1217.3334465387134,6.775294437346595,-1.2666353688239211,-145.16435992417092,-0.2687486208642724,0.1938539683173054,-34.69967983130617,0.20290711398856476,-0.887660590563159,161.19871549188397,-0.9311281375777605,-2.893998562930172,-1357.008694135032,7.448066645327634,-4.1933954506997075,-1115.5002051050456,6.207614933580539,4.771071353989546,-3629.7985387795234,21.461146649222815,0.6731480143081319,-430.37982348457155,1.7338489345567778,-8.326322138291074,-949.5995289887194,4.609524975294486,30,1254,1374
-4.536256517108274,-273.8868204202663,6.468524895057353,1.0285814485783753,-90.35635122282731,0.037022130906790796,1.4637279015994729,-1030.5680236633016,3.5804652269859485,-3.3303942961973565,197.1551495518107,0.35507270097055477,8.17138976403923,-1063.4701941705891,1.0277480246864927,-0.4503823512888284,-638.2888375167693,1.1416656740006594,0.21107795789000888,-82.47822757937168,0.7940599819616949,0.14181652742990325,-32.53077050825715,0.07344109172699786,-1.2873507825332247,-1332.2060604303965,5.142568864875619,-1.3449224358954137,-2064.945202942412,0.4568829444522766,0.9200404830348856,-2958.8785811283146,5.607435776629096,1.3358658764811873,-214.50502532191737,-0.27538445857001026,-2.311236180951024,-883.1880641248608,0.9509675309773806,56,231,535
-4.820407526048119,-988.4210375984924,3.9686615293864875,1.2317887553104883,-273.2973199861567,1.020459746863955,2.462224660430347,-376.1468505431245,2.9820408574223194,-1.9411921025550765,-54.630609375471245,-0.11629677285106998,8.294648574633655,-1633.573064555464,4.954593396179808,0.14907458496404535,-544.3609888885198,3.3193094873514832,0.22955254625311317,-5.869865280765559,0.26350127201270146,-0.7218987992605077,43.23524395412325,-0.1507824990509905,0.6752977053010358,-1929.5194441486128,11.174434306003423,-3.52417654164585,-187.500512376988,5.701413384581011,2.2299074580703113,-3055.3444529890935,17.281970053015428,2.4934190236649165,-1619.1023723782212,6.762343527785271,-6.75788284408047,-809.8099854827282,6.333664566994497,38,89,223
-4.224593641621459,-1679.865556165669,4.16692841046698,-0.774937811327909,-44.455081015164,0.18756854943410234,5.256965252073973,-971.4075017778962,3.4916757749521192,2.0457912476572138,-1160.712658602241,5.28254307406779,2.654407853110045,-1146.7152857213616,4.076165136091972,-0.20135611387998187,-266.7703590116598,1.1080871407886494,0.09719275192022445,-45.01403033707226,0.6051976246006248,-0.5947720124342697,127.60806846599395,-0.4073821430470801,1.0464756512044318,-1538.0894196444028,7.988551337938828,-2.1175135463089743,-714.2437495342353,0.49247617562151014,4.835036573793309,-2998.8521944649847,11.84334562683965,-1.1352594113635244,-21.378970659863683,-0.17970316251428864,-6.866974730478244,-920.2681753369942,5.676726877679241,53,7914,8071
-5.728100689312146,-460.9021935047058,7.81551168340355,0.0898668146168462,-206.49287058998343,1.1393474840319788,3.8321785150699204,-697.2212144665374,5.681792579317806,-1.4660111868458943,-580.5142170913513,2.75236258200246,8.215169555149664,-2329.643867421037,15.778562064902578,-0.6393412728634718,-248.39373165695636,2.5910928589355855,-0.3449236072958892,-32.876074317484694,1.1346401985586714,-0.7321097143774249,-26.925178132012817,-0.044433774737840936,-5.505074332589221,-1232.5949684026439,10.788263469922152,-4.1749104530941015,-821.2052200658061,10.010890251920985,11.4749260710654,-2348.520865122263,16.28159397817734,1.441688246867069,-1288.05058191917,7.611023144511693,-6.372379146756907,-886.4533975295844,6.036320858574773,19,8194,8287
0.05651710744182126,-2640.673068044466,11.728637131165396,0.4594413957416986,-26.964412599971418,-0.058969199311217246,-1.9026498837699104,-1625.045566577077,8.884112614731738,4.6924284724372125,-822.8529492708249,1.9922142704104568,9.758052291098881,-1944.187317517862,7.262499757913311,-1.3932721881697803,34.42253796474324,0.591980768478515,0.01611764801669041,-8.128618114455442,-0.6554380983556605,-0.09636635993940024,-25.009512429766435,0.3592648122974482,-3.8413876817117476,-878.8491538861658,6.725195423509209,-4.3163106964742495,-678.8713393101839,3.2835117793015662,1.7135358003076435,-2486.2237507220198,12.350277751716293,-2.254879875489668,-47.672740139947535,-0.4590972127746604,-2.675313575546399,-744.3187680001712,4.24695280517604,50,1122,1255
-5.6425618927158325,-910.4106414124556,1.5826288965233744,0.8622394833514848,-70.32377004791233,0.23606480881601644,-0.0010341477968865975,-760.1853420453772,3.1861165791763284,-3.162934477434905,46.386019047682,0.07022046036343443,6.281807447430708,-1309.3096981261046,6.703606970452162,-0.8756472808890459,-728.9712922314718,5.10830424480279,-0.792438373876889,-33.44589438491313,0.695582586981109,0.43909447688520353,-145.93928605953624,0.5433107318556281,-1.3919905410401887,-1437.6755214125,9.603124781889983,-1.88020520464962,-2038.4234713300862,10.50130066042834,9.138077852861466,-2046.4203027873814,13.528988272284419,1.2025013992093045,-1123.6964490690848,4.456996375185122,-4.193290842399874,-763.2180664562446,1.7246617411091494,39,255,382
0.9926903874772395,226.43420195107774,-6.4524625959054855,0.9506885447284681,-228.69942918466987,0.3551582076160604,-3.4250067488906613,650.6883064309638,-3.596717240962212,-2.665956653210669,-1199.803156601638,2.106252931785966,-6.42369399784816,-1166.7116934272335,4.0770651634013095,-0.127398273653605,-611.9342009775058,2.2208586545260225,1.172970337503661,-33.57408924889154,0.05550373322012936,-0.16777810528194814,-142.31408699942273,0.05985993725088368,3.0742221159275758,-1978.447660835248,1.7324929104645364,1.1755386229950582,-2288.1789984432353,3.720665114322596,0.02304396813141496,-1745.0692819163219,2.4905530525040174,1.7127099298566155,-941.3591029227317,1.7145578578162628,3.3939009249257124,-1204.8189973012036,4.966381605439545,21,8417,8671
-7.402623717283323,648.3411637268321,0.2511085999821141,0.06513957563687434,-49.56882383981872,0.12774247552396534,1.0318131885156159,-94.21433790841184,1.7371445354498452,3.763448790568181,-1152.806750348721,2.654708509477024,16.244302110163286,-1710.407762183057,3.265717378662403,0.21937873351530346,-563.9089974990986,1.610975778889891,0.6987164233055724,-50.70324021734278,0.17510357763621487,-0.7587800781520914,200.64170806692312,-0.5730221824357479,-2.5500041763323997,-2613.5729933505604,6.273146867167686,-2.054314444750668,637.1474757443447,-5.416595414399254,-6.033159667155927,-3606.002914818818,7.709178013040539,2.320695655615328,-749.0058016630467,1.0285589276802067,-5.598671833714624,-1342.612482567205,3.0052812493415466,59,54,270
-5.276232907658627,-151.8731788195588,7.256170068925218,0.06576410257694287,-149.4955739000382,0.838555384594523,6.406243200084062,-1011.31637210813,7.226635090941569,-1.4691145954633615,-487.14616348296727,2.0431971701304947,7.005134756246203,-1537.605937299006,14.3142659189484,-1.2966646844346186,-68.64335349340053,-0.10260870087045593,0.5730503706749317,-33.09769452585727,0.5523275524953069,-0.654672450775197,-28.075761292738775,0.2678661477296429,-5.288400347423117,-1234.0997425627543,11.41100154638147,-4.541580556912932,-82.15136679783268,-3.4261265106209677,13.599651849549932,-2626.534508231234,19.864734693733666,-0.27645314881968686,-430.0459533149959,2.5463917032605496,-8.642242649720492,-650.5079040985436,4.213140826925423,17,328,416
-2.122096514476774,-4612.6286496115845,10.41728048037119,1.2930942438817292,-300.49366440585163,0.5429186470275853,5.152347099699153,-2473.86545208854,5.9162047850349015,6.29099133365092,-1288.7841470478115,2.448962286342011,6.975261651312189,-1654.860511928705,-0.244506907446298,-0.3049390665544438,511.3001518194151,-0.9830828951276347,-0.38214795789417483,13.701604211862424,-0.2717125302639465,-0.4157491654879858,197.8345126692103,-0.4934082202404142,-5.299608105248675,814.6515494400961,-2.4735077364553444,-2.2385916142552,1700.4467658069416,-2.800205557917087,-5.387815112994101,-1810.3672994553483,5.424616023745287,0.8554314968590244,-837.1347100352942,0.3570373237804709,-4.204187862590991,-317.36131581128615,-0.40291642427727137,33,0,250
-8.057645273297013,-497.08164743055204,2.553863415885157,0.26125688349577103,-69.64463711138464,0.41848338541982527,0.42078860151339936,-806.3645998587058,5.26399209670325,3.9388861776188664,-995.4130069566164,4.997423778166975,4.934631623971954,-1611.0965271014138,8.499965899564737,-0.4841811798843372,-510.7684858601926,3.7455014544740397,-0.04140924268399673,-45.886178450096736,0.13742602034364548,-1.0065270828644681,-22.752229443381893,-0.2662960688177196,-2.361429508520282,-956.5841075231478,6.83930183916968,-4.564653236506084,-1440.2834532818213,8.733239312386297,8.72658643267686,-2816.715020899278,24.508828398096355,1.6707193985675421,-1193.9249315008854,7.399847578301319,-3.551195890657986,-908.9503282182521,4.535712703485512,15,785,871
