rank,sc,t_start,t_end,duration_days,event_cost,cost_share_cross
159,59,4527,4527,0.04,2615.59,0.013
160,6,5775,5775,0.04,2615.49,0.013
161,29,5271,5271,0.04,2614.74,0.013
162,1,5799,5799,0.04,2614.64,0.013
163,34,5895,5895,0.04,2614.34,0.013
164,7,5078,5078,0.04,2614.34,0.013
165,9,4238,4238,0.04,2614.07,0.013
166,35,5271,5271,0.04,2613.52,0.013
167,26,4695,4695,0.04,2613.39,0.013
168,42,199,199,0.04,2613.31,0.013
169,2,5271,5271,0.04,2613.15,0.013
170,18,5127,5127,0.04,2612.78,0.013
171,54,8407,8407,0.04,2612.64,0.013
172,52,4623,4623,0.04,2610.36,0.013
173,57,4959,4959,0.04,2609.84,0.013
174,46,5271,5271,0.04,2606.55,0.0129
175,4,5967,5967,0.04,2606.51,0.0129
176,3,4959,4959,0.04,2606.14,0.0129
177,49,5319,5319,0.04,2605.5,0.0129
178,54,4622,4622,0.04,2605.31,0.0129
179,37,5079,5079,0.04,2604.02,0.0129
180,47,4959,4959,0.04,2603.18,0.0129
181,10,4623,4623,0.04,2602.19,0.0129
182,58,5271,5271,0.04,2601.48,0.0129
183,21,5223,5223,0.04,2600.85,0.0129
184,23,5559,5559,0.04,2597.25,0.0129
185,32,4023,4023,0.04,2591.88,0.0129
186,40,5198,5198,0.04,2576.89,0.0128
187,52,727,727,0.04,2569.92,0.0128
188,1,4286,4286,0.04,2534.21,0.0126
189,29,4933,4933,0.04,2527.96,0.0126
190,42,415,415,0.04,2497.93,0.0124
191,20,4933,4933,0.04,2490.23,0.0124
192,52,4934,4934,0.04,2466.13,0.0122
193,48,775,775,0.04,2452.46,0.0122
194,55,343,343,0.04,2437.97,0.0121
195,41,5870,5870,0.04,2395.89,0.0119
196,17,31,31,0.04,2395.73,0.0119
197,50,8719,8719,0.04,2325.79,0.0115
198,36,5126,5126,0.04,2289.4,0.0114
199,24,4406,4406,0.04,2277.45,0.0113
200,47,4550,4550,0.04,2266.72,0.0113
201,7,5966,5966,0.04,2244.39,0.0111
202,49,5222,5222,0.04,2231.52,0.0111
203,9,4934,4934,0.04,2208.29,0.011
204,18,4909,4909,0.04,2183.29,0.0108
205,13,4285,4285,0.04,2150.36,0.0107
206,26,8743,8743,0.04,2141.26,0.0106
207,58,5077,5077,0.04,2139.14,0.0106
208,46,5941,5941,0.04,2138.02,0.0106
209,50,5894,5894,0.04,2127.99,0.0106
210,7,5029,5029,0.04,2122.24,0.0105
211,33,8047,8047,0.04,2111.29,0.0105
212,46,8119,8119,0.04,2099.54,0.0104
213,57,4262,4262,0.04,2071.9,0.0103
214,2,535,535,0.04,2068.47,0.0103
215,10,5102,5102,0.04,2067.7,0.0103
216,16,5126,5126,0.04,2062.85,0.0102
217,2,4094,4094,0.04,2060.12,0.0102
218,38,5918,5918,0.04,2038.89,0.0101
219,12,4574,4574,0.04,2038.39,0.0101
220,2,5918,5918,0.04,2030.91,0.0101
221,59,127,127,0.04,1993.6,0.0099
222,11,4742,4742,0.04,1933.66,0.0096
223,48,5630,5630,0.04,1912.84,0.0095
224,37,415,415,0.04,1864.74,0.0093
225,49,679,679,0.04,1835.65,0.0091
226,14,511,511,0.04,1833.22,0.0091
227,53,8071,8071,0.04,1827.67,0.0091
228,43,319,319,0.04,1826.46,0.0091
229,23,185,185,0.04,1792.62,0.0089
230,36,8561,8561,0.04,1779.41,0.0088
231,36,8263,8263,0.04,1756.64,0.0087
232,54,8225,8225,0.04,1753.82,0.0087
233,9,343,343,0.04,1706.24,0.0085
234,19,6110,6110,0.04,1591.41,0.0079
235,30,4213,4213,0.04,1576.85,0.0078
236,46,583,583,0.04,1557.86,0.0077
237,43,415,415,0.04,1556.41,0.0077
238,14,7903,7903,0.04,1538.76,0.0076
239,16,185,185,0.04,1535.09,0.0076
240,6,319,319,0.04,1511.98,0.0075
241,23,4358,4358,0.04,1498.07,0.0074
242,7,8561,8561,0.04,1431.47,0.0071
243,31,8551,8551,0.04,1430.62,0.0071
244,2,7649,7649,0.04,1419.76,0.007
245,16,7937,7937,0.04,1415.53,0.007
246,48,703,703,0.04,1413.89,0.007
247,25,4239,4239,0.04,1411.6,0.007
248,27,4934,4934,0.04,1374.48,0.0068
249,21,1207,1207,0.04,1355.19,0.0067
250,4,8167,8167,0.04,1312.13,0.0065
251,14,41,41,0.04,1301.99,0.0065
252,37,5941,5941,0.04,1294.39,0.0064
253,31,295,295,0.04,1293.33,0.0064
254,11,6085,6085,0.04,1288.18,0.0064
255,60,5702,5702,0.04,1285.49,0.0064
256,29,4262,4262,0.04,1269.88,0.0063
257,18,5774,5774,0.04,1259.39,0.0063
258,32,8719,8719,0.04,1244.31,0.0062
