rank,sc,t_start,t_end,duration_days,event_cost,cost_share_cross
151,7,352,380,1.21,11066.14,0.0414
152,47,8743,8759,0.71,10998.06,0.0412
153,17,341,368,1.17,10310.43,0.0386
154,39,1081,1089,0.38,10076.71,0.0377
155,36,846,871,1.08,10030.47,0.0376
156,41,7792,7807,0.67,9997.53,0.0374
157,24,8200,8249,2.08,9872.79,0.037
158,50,424,434,0.46,9411.67,0.0352
159,9,978,1039,2.58,9287.61,0.0348
160,26,64,126,2.62,9209.88,0.0345
161,4,150,199,2.08,8969.52,0.0336
162,13,390,401,0.5,8817.69,0.033
163,60,376,391,0.67,8721.35,0.0327
164,12,7785,7807,0.96,8643.4,0.0324
165,31,7911,7917,0.29,8642.66,0.0324
166,25,909,920,0.5,8042.07,0.0301
167,43,647,679,1.38,7975.67,0.0299
168,3,7888,7901,0.58,7820.68,0.0293
169,44,535,563,1.21,7663.58,0.0287
170,24,8743,8759,0.71,7597.89,0.0284
171,2,463,497,1.46,7257.12,0.0272
172,53,0,41,1.75,7233.53,0.0271
173,15,557,601,1.88,7229.17,0.0271
174,20,583,631,2.04,7188.81,0.0269
175,56,8718,8759,1.75,7151.29,0.0268
176,9,1231,1255,1.04,6882.69,0.0258
177,28,8383,8408,1.08,6840.28,0.0256
178,49,7598,7639,1.75,6297.99,0.0236
179,17,1433,1447,0.62,6283.88,0.0235
180,31,727,727,0.04,6278.74,0.0235
181,32,985,1015,1.29,6257.2,0.0234
182,50,1241,1279,1.62,6116.89,0.0229
183,32,55,79,1.04,6112.82,0.0229
184,28,0,7,0.33,6088.98,0.0228
185,31,7630,7640,0.46,6069.53,0.0227
186,13,848,860,0.54,5981.78,0.0224
187,60,1183,1207,1.04,5928.25,0.0222
188,56,593,602,0.42,5847.98,0.0219
189,5,1255,1299,1.88,5817.09,0.0218
190,60,199,247,2.04,5660.23,0.0212
191,24,712,719,0.33,5644.01,0.0211
192,35,79,79,0.04,5441.19,0.0204
193,49,8201,8207,0.29,5430.53,0.0203
194,39,1279,1303,1.04,5395.96,0.0202
195,26,2468,2479,0.5,5294.93,0.0198
196,34,150,162,0.54,5243.53,0.0196
197,20,7409,7418,0.42,4943.24,0.0185
198,5,1360,1375,0.67,4878.11,0.0183
199,7,8551,8562,0.5,4864.06,0.0182
200,7,1960,1969,0.42,4831.59,0.0181
201,39,8647,8667,0.88,4815.84,0.018
202,12,331,357,1.12,4695.9,0.0176
203,15,1229,1256,1.17,4633.95,0.0173
204,42,918,943,1.08,4569.64,0.0171
205,32,8263,8287,1.04,4546.81,0.017
206,27,1144,1151,0.33,4534.48,0.017
207,30,7823,7832,0.42,4455.52,0.0167
208,19,8527,8527,0.04,4451.64,0.0167
209,23,327,338,0.5,4444.24,0.0166
210,41,1135,1135,0.04,4440.65,0.0166
211,41,8431,8479,2.04,4274.84,0.016
212,18,1696,1702,0.29,4263.85,0.016
213,33,8390,8408,0.79,4255.41,0.0159
214,5,5102,5150,2.04,4186.71,0.0157
215,7,40,57,0.75,4147.87,0.0155
216,25,8248,8256,0.38,4125.58,0.0154
217,28,1576,1582,0.29,4023.74,0.0151
218,27,8743,8743,0.04,3999.97,0.015
219,5,713,737,1.04,3948.22,0.0148
220,45,702,727,1.08,3880.64,0.0145
221,29,1074,1087,0.58,3798.52,0.0142
222,48,1361,1379,0.79,3796.54,0.0142
223,43,7384,7389,0.25,3733.46,0.014
224,56,8550,8575,1.08,3695.86,0.0138
225,16,7744,7749,0.25,3591.53,0.0134
226,19,5269,5318,2.08,3569.75,0.0134
227,6,688,693,0.25,3569.24,0.0134
228,3,799,799,0.04,3494.08,0.0131
229,23,930,936,0.29,3487.98,0.0131
230,10,8672,8684,0.54,3464.05,0.013
231,50,8740,8759,0.83,3440.47,0.0129
232,1,4239,4285,1.96,3349.93,0.0125
233,5,151,151,0.04,3333.07,0.0125
234,32,207,215,0.38,3284.15,0.0123
235,46,2575,2590,0.67,3281.85,0.0123
236,36,8479,8503,1.04,3257.71,0.0122
237,39,4862,4959,4.08,3214.12,0.012
238,9,8128,8143,0.67,3052.33,0.0114
239,33,327,342,0.67,3022.69,0.0113
240,27,518,522,0.21,2990.06,0.0112
241,6,4911,4959,2.04,2919.45,0.0109
242,19,727,751,1.04,2885.2,0.0108
243,44,7808,7818,0.46,2870.1,0.0107
