rank,sc,t_start,t_end,duration_days,event_cost,cost_share_cross
46,17,863,919,2.38,43436.4,0.1626
47,45,8455,8517,2.62,43150.46,0.1615
48,33,183,223,1.71,42677.05,0.1598
49,11,8695,8759,2.71,42112.8,0.1577
50,51,1048,1063,0.67,41828.87,0.1566
51,3,1927,1975,2.04,41369.32,0.1549
52,56,151,209,2.46,41227.53,0.1543
53,27,8119,8161,1.79,40566.28,0.1519
54,51,735,839,4.38,40112.57,0.1502
55,17,544,559,0.67,39375.58,0.1474
56,37,832,917,3.58,39219.45,0.1468
57,42,8296,8329,1.42,35267.12,0.132
58,54,885,942,2.42,35220.81,0.1319
59,45,231,257,1.12,34779.61,0.1302
60,42,1361,1447,3.62,34586.56,0.1295
61,8,159,199,1.71,34346.16,0.1286
62,48,8239,8311,3.04,33246.11,0.1245
63,12,223,271,2.04,33158.12,0.1241
64,13,8128,8167,1.67,32480.09,0.1216
65,59,703,749,1.96,32368.18,0.1212
66,15,8429,8503,3.12,32187.08,0.1205
67,5,8055,8119,2.71,32085.91,0.1201
68,51,918,989,3.0,31615.14,0.1184
69,31,1216,1231,0.67,31420.34,0.1176
70,2,8311,8330,0.83,30871.04,0.1156
71,3,1098,1159,2.58,30546.55,0.1144
72,12,8381,8445,2.71,30529.06,0.1143
73,9,310,367,2.42,30348.93,0.1136
74,58,1063,1087,1.04,29698.74,0.1112
75,14,1031,1087,2.38,29379.91,0.11
76,44,679,726,2.0,28749.01,0.1076
77,20,495,504,0.42,28467.91,0.1066
78,17,631,703,3.04,28398.41,0.1063
79,21,415,440,1.08,27866.25,0.1043
80,10,7982,8009,1.17,27834.09,0.1042
81,19,1088,1135,2.0,27001.3,0.1011
82,40,760,775,0.67,26972.34,0.101
83,49,785,799,0.62,26556.65,0.0994
84,29,111,122,0.5,26278.65,0.0984
85,55,8680,8759,3.33,25404.49,0.0951
86,18,55,103,2.04,24471.38,0.0916
87,1,999,1053,2.29,24023.94,0.0899
88,27,7999,8047,2.04,23512.95,0.088
89,52,151,191,1.71,22640.79,0.0848
90,39,8728,8759,1.33,22521.24,0.0843
91,38,8383,8407,1.04,22470.68,0.0841
92,24,0,7,0.33,22408.32,0.0839
93,43,391,434,1.83,22158.48,0.083
94,42,8430,8479,2.08,22132.73,0.0829
95,29,7959,7978,0.83,22115.19,0.0828
96,57,103,144,1.75,21929.54,0.0821
97,24,7983,8042,2.5,21544.35,0.0807
98,29,8680,8719,1.67,21090.03,0.079
99,56,750,775,1.08,21020.96,0.0787
100,21,7925,7988,2.67,20752.53,0.0777
101,6,270,318,2.04,20722.41,0.0776
102,43,1615,1635,0.88,20526.71,0.0768
103,10,497,559,2.62,20162.45,0.0755
104,50,231,247,0.71,19738.16,0.0739
105,40,8191,8233,1.79,19590.83,0.0733
106,9,712,751,1.67,19409.25,0.0727
107,44,144,199,2.33,18498.0,0.0693
108,52,8718,8759,1.75,18270.45,0.0684
109,51,151,174,1.0,18183.38,0.0681
110,60,7936,7967,1.33,17796.85,0.0666
111,45,8743,8759,0.71,17691.54,0.0662
112,5,799,847,2.04,17430.48,0.0653
113,4,8191,8215,1.04,16855.5,0.0631
114,41,8224,8263,1.67,16720.26,0.0626
115,46,16,33,0.75,16603.63,0.0622
116,24,8407,8441,1.46,16567.71,0.062
117,21,304,343,1.67,16253.72,0.0608
118,60,8318,8359,1.75,16197.2,0.0606
119,36,735,752,0.75,16179.95,0.0606
120,49,319,367,2.04,16132.6,0.0604
121,54,8560,8575,0.67,15390.93,0.0576
122,9,1720,1733,0.58,14941.49,0.0559
123,56,68,82,0.62,14789.01,0.0554
124,16,222,271,2.08,14358.97,0.0538
125,50,1015,1040,1.08,14290.5,0.0535
126,48,8081,8112,1.33,14249.41,0.0533
127,47,8381,8396,0.67,14178.61,0.0531
128,51,1240,1255,0.67,13937.23,0.0522
129,47,55,78,1.0,13897.78,0.052
130,40,6,31,1.08,13773.24,0.0516
131,57,664,673,0.42,13499.57,0.0505
132,20,712,722,0.46,13425.76,0.0503
133,23,750,775,1.08,13386.39,0.0501
134,36,415,438,1.0,12891.25,0.0483
135,30,1087,1121,1.46,12851.29,0.0481
136,30,7975,7999,1.04,12823.86,0.048
137,25,447,462,0.67,12768.21,0.0478
138,8,256,267,0.5,12646.52,0.0473
139,30,7648,7658,0.46,12566.07,0.047
140,1,352,368,0.71,12298.63,0.046
141,46,871,889,0.79,11817.01,0.0442
142,20,342,367,1.08,11610.97,0.0435
143,47,8743,8759,0.71,10998.06,0.0412
144,42,1229,1235,0.29,10929.55,0.0409
145,49,858,870,0.54,10598.91,0.0397
146,40,8441,8479,1.62,10499.63,0.0393
147,48,1768,1799,1.33,10067.37,0.0377
148,36,271,344,3.08,10012.04,0.0375
149,39,1082,1089,0.33,9858.04,0.0369
150,34,8157,8167,0.46,9702.64,0.0363
151,35,1086,1106,0.88,9430.61,0.0353
152,14,1157,1171,0.62,9397.31,0.0352
153,14,8632,8640,0.38,9294.93,0.0348
154,54,80,90,0.46,9154.96,0.0343
155,50,425,434,0.42,9100.69,0.0341
156,41,7792,7800,0.38,9086.89,0.034
157,52,256,270,0.62,9024.72,0.0338
158,3,7733,7735,0.12,8996.99,0.0337
159,4,151,199,2.04,8764.39,0.0328
160,60,376,391,0.67,8721.35,0.0327
161,7,352,365,0.58,8716.28,0.0326
162,31,7911,7917,0.29,8642.66,0.0324
163,18,222,223,0.08,8267.33,0.031
164,36,857,871,0.62,8231.31,0.0308
165,25,909,920,0.5,8042.07,0.0301
166,34,8599,8623,1.04,7965.75,0.0298
167,59,317,322,0.25,7786.38,0.0292
168,25,519,528,0.42,7753.83,0.029
169,58,797,802,0.25,7738.85,0.029
170,13,390,395,0.25,7642.63,0.0286
171,24,8743,8759,0.71,7597.89,0.0284
172,3,7888,7899,0.5,7475.71,0.028
173,9,1231,1255,1.04,6882.69,0.0258
174,38,7824,7833,0.42,6845.47,0.0256
175,17,341,346,0.25,6827.08,0.0256
176,7,8248,8263,0.67,6654.71,0.0249
177,44,285,290,0.25,6607.62,0.0247
178,1,8094,8099,0.25,6448.27,0.0241
179,16,8487,8496,0.42,6445.47,0.0241
180,43,654,679,1.08,6344.16,0.0238
181,31,727,727,0.04,6278.74,0.0235
182,15,895,918,1.0,6163.89,0.0231
183,5,366,367,0.08,5983.72,0.0224
184,60,1183,1207,1.04,5928.25,0.0222
185,56,8359,8383,1.04,5912.3,0.0221
186,24,712,719,0.33,5644.01,0.0211
187,56,594,602,0.38,5562.0,0.0208
188,35,79,79,0.04,5441.19,0.0204
189,49,8201,8207,0.29,5430.53,0.0203
190,39,1279,1303,1.04,5395.96,0.0202
191,58,622,627,0.25,5288.89,0.0198
192,4,415,415,0.04,5282.4,0.0198
193,30,919,942,1.0,5236.06,0.0196
194,19,8527,8527,0.04,4451.64,0.0167
195,41,1135,1135,0.04,4440.65,0.0166
196,42,919,943,1.04,4282.99,0.016
197,30,1207,1207,0.04,4280.82,0.016
198,18,1696,1702,0.29,4263.85,0.016
199,5,5102,5150,2.04,4186.71,0.0157
200,20,607,631,1.04,4076.26,0.0153
201,28,6,7,0.08,4036.32,0.0151
202,27,8743,8743,0.04,3999.97,0.015
203,16,1111,1111,0.04,3976.73,0.0149
204,10,295,319,1.04,3916.2,0.0147
205,17,1439,1447,0.38,3855.08,0.0144
206,22,725,729,0.21,3750.78,0.014
207,9,978,991,0.58,3750.27,0.014
208,12,7791,7795,0.21,3645.74,0.0136
209,22,150,154,0.21,3609.71,0.0135
210,6,688,693,0.25,3569.24,0.0134
211,3,799,799,0.04,3494.08,0.0131
212,5,151,151,0.04,3333.07,0.0125
213,2,487,487,0.04,3307.75,0.0124
214,49,7601,7615,0.62,3284.56,0.0123
215,36,8479,8503,1.04,3257.71,0.0122
216,13,856,859,0.17,3133.44,0.0117
217,34,150,153,0.17,3115.38,0.0117
218,22,415,415,0.04,3115.26,0.0117
219,37,654,657,0.17,2971.65,0.0111
220,46,1134,1135,0.08,2962.54,0.0111
221,1,4239,4261,0.96,2795.91,0.0105
222,20,7410,7413,0.17,2734.04,0.0102
223,43,7385,7388,0.17,2717.23,0.0102
224,45,4885,4909,1.04,2635.78,0.0099
225,56,5029,5078,2.08,2588.52,0.0097
226,26,2471,2474,0.17,2580.07,0.0097
227,50,559,559,0.04,2564.2,0.0096
228,2,5077,5103,1.12,2484.35,0.0093
229,6,4911,4958,2.0,2402.25,0.009
230,60,535,535,0.04,2374.99,0.0089
231,7,8560,8562,0.12,2310.27,0.0086
232,49,4358,4358,0.04,2302.32,0.0086
233,32,65,65,0.04,2267.68,0.0085
234,51,655,656,0.08,2266.94,0.0085
235,19,5271,5294,1.0,2167.76,0.0081
236,32,8263,8263,0.04,2094.2,0.0078
237,30,5031,5077,1.96,2072.67,0.0078
238,52,5271,5294,1.0,2071.69,0.0078
239,25,5702,5750,2.04,2044.62,0.0077
240,53,5534,5582,2.04,1996.53,0.0075
241,20,8527,8527,0.04,1978.53,0.0074
242,34,8512,8513,0.08,1972.87,0.0074
243,55,5557,5558,0.08,1942.48,0.0073
244,39,4910,4935,1.08,1893.37,0.0071
245,24,5222,5245,1.0,1841.28,0.0069
246,10,4742,4743,0.08,1792.3,0.0067
247,30,5199,5245,1.96,1700.37,0.0064
248,48,55,55,0.04,1680.67,0.0063
249,15,6,6,0.04,1645.7,0.0062
250,47,8225,8225,0.04,1615.35,0.006
251,13,4910,4910,0.04,1589.56,0.006
252,8,5270,5271,0.08,1586.63,0.0059
253,50,1279,1279,0.04,1533.93,0.0057
254,14,4861,4909,2.04,1525.28,0.0057
255,24,8503,8503,0.04,1502.82,0.0056
256,28,5246,5246,0.04,1468.87,0.0055
257,47,5271,5293,0.96,1403.78,0.0053
258,55,5942,5942,0.04,1389.75,0.0052
259,33,4742,4742,0.04,1365.96,0.0051
260,2,8407,8407,0.04,1344.54,0.005
261,9,5102,5102,0.04,1338.41,0.005
262,41,8479,8479,0.04,1325.6,0.005
263,36,4525,4525,0.04,1287.8,0.0048
264,18,4285,4287,0.12,1265.16,0.0047
265,28,8383,8383,0.04,1259.73,0.0047
266,31,7631,7631,0.04,1246.45,0.0047
267,20,4287,4287,0.04,1204.24,0.0045
268,25,137,137,0.04,1193.76,0.0045
269,7,8623,8623,0.04,1188.59,0.0044
270,7,4623,4623,0.04,1184.21,0.0044
271,38,5150,5150,0.04,1182.03,0.0044
272,15,4383,4383,0.04,1133.17,0.0042
273,24,4358,4358,0.04,1129.05,0.0042
274,51,4406,4406,0.04,1121.12,0.0042
275,12,4479,4479,0.04,1104.76,0.0041
276,40,4622,4622,0.04,1104.75,0.0041
277,53,4959,4959,0.04,1100.43,0.0041
278,57,4911,4911,0.04,1098.88,0.0041
279,17,4623,4623,0.04,1096.54,0.0041
280,27,521,521,0.04,1089.34,0.0041
281,47,4359,4359,0.04,1083.91,0.0041
282,48,4527,4527,0.04,1077.79,0.004
283,18,4958,4958,0.04,1073.9,0.004
284,45,4719,4719,0.04,1068.01,0.004
285,19,727,727,0.04,1064.69,0.004
286,25,41,41,0.04,1056.32,0.004
287,27,1147,1147,0.04,1055.13,0.004
288,9,4454,4454,0.04,1052.8,0.0039
289,54,5774,5774,0.04,1041.96,0.0039
290,35,5175,5175,0.04,1040.34,0.0039
291,26,6470,6470,0.04,1037.45,0.0039
292,5,8359,8359,0.04,1036.15,0.0039
293,33,4934,4934,0.04,1035.36,0.0039
294,59,4502,4502,0.04,1029.23,0.0039
295,37,5871,5871,0.04,1027.08,0.0038
296,38,4743,4743,0.04,1018.88,0.0038
297,31,5655,5655,0.04,1017.64,0.0038
298,32,5271,5271,0.04,1012.73,0.0038
299,4,4647,4647,0.04,1010.66,0.0038
300,27,4261,4261,0.04,1004.18,0.0038
301,34,5127,5127,0.04,994.03,0.0037
302,58,5055,5055,0.04,989.22,0.0037
303,16,7748,7748,0.04,987.46,0.0037
304,36,5919,5919,0.04,986.72,0.0037
305,51,4862,4862,0.04,986.3,0.0037
306,14,5031,5031,0.04,986.03,0.0037
307,37,4621,4621,0.04,981.01,0.0037
308,28,4935,4935,0.04,978.4,0.0037
309,54,5102,5102,0.04,967.54,0.0036
310,11,4791,4791,0.04,964.05,0.0036
311,28,1579,1579,0.04,948.23,0.0035
312,31,1329,1329,0.04,948.16,0.0035
313,23,4623,4623,0.04,946.45,0.0035
314,58,5366,5366,0.04,944.42,0.0035
315,4,4910,4910,0.04,939.01,0.0035
316,42,4862,4862,0.04,937.46,0.0035
317,7,4910,4910,0.04,931.8,0.0035
318,56,5127,5127,0.04,930.37,0.0035
319,58,8695,8695,0.04,918.3,0.0034
320,40,4718,4718,0.04,917.92,0.0034
321,21,5102,5102,0.04,913.04,0.0034
322,50,4863,4863,0.04,911.0,0.0034
323,15,4742,4742,0.04,910.84,0.0034
324,22,4957,4957,0.04,908.36,0.0034
325,26,5895,5895,0.04,900.0,0.0034
326,7,1964,1964,0.04,896.22,0.0034
327,18,281,281,0.04,894.73,0.0033
328,17,1234,1234,0.04,887.74,0.0033
329,51,4934,4934,0.04,887.1,0.0033
330,32,4934,4934,0.04,877.52,0.0033
331,56,6,6,0.04,875.68,0.0033
332,49,4933,4933,0.04,869.93,0.0033
333,41,5631,5631,0.04,866.65,0.0032
334,3,4334,4334,0.04,864.49,0.0032
335,60,5319,5319,0.04,862.58,0.0032
336,52,8503,8503,0.04,861.79,0.0032
337,12,4741,4741,0.04,861.72,0.0032
338,30,8311,8311,0.04,859.17,0.0032
339,5,7436,7436,0.04,855.76,0.0032
340,31,4789,4789,0.04,851.07,0.0032
341,44,4647,4647,0.04,849.96,0.0032
342,43,5199,5199,0.04,841.79,0.0032
343,10,4237,4237,0.04,822.09,0.0031
344,16,6255,6255,0.04,813.28,0.003
345,35,5125,5125,0.04,812.25,0.003
346,37,8143,8143,0.04,811.8,0.003
347,22,4622,4622,0.04,802.39,0.003
348,4,353,353,0.04,798.14,0.003
349,21,4622,4622,0.04,791.01,0.003
350,54,4622,4622,0.04,783.48,0.0029
351,18,5558,5558,0.04,778.33,0.0029
352,46,4935,4935,0.04,776.01,0.0029
353,53,5246,5246,0.04,766.92,0.0029
354,45,8359,8359,0.04,766.87,0.0029
355,29,5271,5271,0.04,766.26,0.0029
356,55,4934,4934,0.04,764.43,0.0029
357,13,4262,4262,0.04,756.66,0.0028
358,27,5342,5342,0.04,751.73,0.0028
359,23,1192,1192,0.04,744.58,0.0028
360,34,474,474,0.04,743.4,0.0028
361,9,8311,8311,0.04,740.66,0.0028
362,34,5053,5053,0.04,739.61,0.0028
363,57,5654,5654,0.04,737.21,0.0028
364,31,5077,5077,0.04,732.46,0.0027
365,3,5077,5077,0.04,726.97,0.0027
366,48,5846,5846,0.04,726.65,0.0027
367,28,5438,5438,0.04,720.41,0.0027
368,59,5222,5222,0.04,720.13,0.0027
369,29,391,391,0.04,717.26,0.0027
370,10,8599,8599,0.04,711.34,0.0027
371,46,4213,4213,0.04,710.94,0.0027
372,29,5797,5797,0.04,703.24,0.0026
373,9,8407,8407,0.04,697.62,0.0026
374,47,4430,4430,0.04,697.29,0.0026
375,44,559,559,0.04,693.78,0.0026
376,11,5894,5894,0.04,691.74,0.0026
377,41,1506,1506,0.04,690.48,0.0026
378,17,4886,4886,0.04,683.03,0.0026
379,38,5222,5222,0.04,676.36,0.0025
380,60,5750,5750,0.04,671.41,0.0025
381,17,991,991,0.04,667.97,0.0025
382,60,4454,4454,0.04,662.65,0.0025
383,24,5918,5918,0.04,659.08,0.0025
384,16,4286,4286,0.04,655.25,0.0025
385,35,5724,5724,0.04,653.74,0.0024
386,11,5076,5076,0.04,653.56,0.0024
387,3,622,622,0.04,653.12,0.0024
388,50,5918,5918,0.04,652.5,0.0024
389,4,5773,5773,0.04,652.1,0.0024
390,26,705,705,0.04,650.46,0.0024
391,51,7,7,0.04,648.32,0.0024
392,42,5485,5485,0.04,641.87,0.0024
393,44,6110,6110,0.04,633.53,0.0024
394,31,5126,5126,0.04,626.28,0.0023
395,58,4885,4885,0.04,623.1,0.0023
396,30,7830,7830,0.04,622.39,0.0023
397,20,4910,4910,0.04,621.8,0.0023
398,58,703,703,0.04,620.39,0.0023
399,48,5702,5702,0.04,618.18,0.0023
400,10,7721,7721,0.04,616.58,0.0023
401,19,5941,5941,0.04,614.86,0.0023
402,34,3206,3206,0.04,612.71,0.0023
403,42,5534,5534,0.04,608.25,0.0023
404,49,7697,7697,0.04,606.13,0.0023
405,23,4286,4286,0.04,602.01,0.0023
406,29,4429,4429,0.04,601.3,0.0023
407,2,5774,5774,0.04,600.45,0.0022
408,6,5917,5917,0.04,596.42,0.0022
409,26,8215,8215,0.04,593.04,0.0022
410,1,5558,5558,0.04,589.23,0.0022
411,33,5317,5317,0.04,588.68,0.0022
412,8,4765,4765,0.04,587.29,0.0022
413,36,4406,4406,0.04,585.7,0.0022
414,52,4910,4910,0.04,582.99,0.0022
415,32,5654,5654,0.04,582.29,0.0022
416,49,4742,4742,0.04,577.6,0.0022
417,43,5078,5078,0.04,575.44,0.0022
418,41,5532,5532,0.04,572.17,0.0021
419,32,4070,4070,0.04,569.62,0.0021
420,37,7735,7735,0.04,569.12,0.0021
421,17,3901,3901,0.04,568.98,0.0021
422,7,7864,7864,0.04,566.72,0.0021
423,34,1207,1207,0.04,564.71,0.0021
424,54,8503,8503,0.04,563.87,0.0021
425,56,8575,8575,0.04,563.1,0.0021
426,5,1374,1374,0.04,562.23,0.0021
427,32,990,990,0.04,562.22,0.0021
428,9,3877,3877,0.04,560.56,0.0021
429,56,8743,8743,0.04,559.59,0.0021
430,41,5126,5126,0.04,556.94,0.0021
431,46,8289,8289,0.04,549.8,0.0021
432,7,5605,5605,0.04,549.29,0.0021
433,49,5125,5125,0.04,548.2,0.0021
434,37,4045,4045,0.04,546.39,0.002
435,60,199,199,0.04,544.96,0.002
436,16,679,679,0.04,543.62,0.002
437,26,3902,3902,0.04,541.76,0.002
438,56,8215,8215,0.04,537.97,0.002
439,16,4958,4958,0.04,535.29,0.002
440,15,4693,4693,0.04,534.03,0.002
