rank,sc,t_start,t_end,duration_days,event_cost,cost_share_cross
98,57,103,103,0.04,5673.23,0.0212
99,35,79,79,0.04,5441.19,0.0204
100,10,559,559,0.04,5392.91,0.0202
101,4,415,415,0.04,5282.4,0.0198
102,55,8743,8743,0.04,4958.56,0.0186
103,5,367,367,0.04,4857.01,0.0182
104,52,151,151,0.04,4718.9,0.0177
105,44,679,679,0.04,4693.11,0.0176
106,52,799,799,0.04,4685.72,0.0175
107,19,8527,8527,0.04,4451.64,0.0167
108,41,1135,1135,0.04,4440.65,0.0166
109,41,8263,8263,0.04,4370.66,0.0164
110,30,1207,1207,0.04,4280.82,0.016
111,46,871,871,0.04,4004.83,0.015
112,27,8743,8743,0.04,3999.97,0.015
113,16,1111,1111,0.04,3976.73,0.0149
114,9,1255,1255,0.04,3974.52,0.0149
115,27,8143,8143,0.04,3830.56,0.0143
116,56,79,79,0.04,3686.37,0.0138
117,60,1207,1207,0.04,3612.64,0.0135
118,29,7975,7975,0.04,3585.04,0.0134
119,36,415,415,0.04,3543.27,0.0133
120,42,1231,1231,0.04,3524.3,0.0132
121,3,799,799,0.04,3494.08,0.0131
122,47,55,55,0.04,3405.62,0.0127
123,5,151,151,0.04,3333.07,0.0125
124,51,751,751,0.04,3333.02,0.0125
125,2,487,487,0.04,3307.75,0.0124
126,28,7,7,0.04,3193.74,0.012
127,22,415,415,0.04,3115.26,0.0117
128,31,7913,7913,0.04,3055.03,0.0114
129,39,151,151,0.04,3029.89,0.0113
130,19,1135,1135,0.04,3028.03,0.0113
131,46,31,31,0.04,2987.77,0.0112
132,14,1038,1038,0.04,2974.36,0.0111
133,12,8383,8383,0.04,2913.52,0.0109
134,47,8383,8383,0.04,2838.17,0.0106
135,15,8431,8431,0.04,2623.73,0.0098
136,23,751,751,0.04,2568.0,0.0096
137,50,1038,1038,0.04,2564.74,0.0096
138,50,559,559,0.04,2564.2,0.0096
139,50,247,247,0.04,2534.62,0.0095
140,34,8311,8311,0.04,2521.86,0.0094
141,52,8743,8743,0.04,2467.2,0.0092
142,57,671,671,0.04,2411.54,0.009
143,31,881,881,0.04,2399.93,0.009
144,24,8431,8431,0.04,2375.83,0.0089
145,60,535,535,0.04,2374.99,0.0089
146,53,535,535,0.04,2334.49,0.0087
147,39,1086,1086,0.04,2332.08,0.0087
148,21,7927,7927,0.04,2320.1,0.0087
149,49,4358,4358,0.04,2302.32,0.0086
150,59,319,319,0.04,2285.16,0.0086
151,32,65,65,0.04,2267.68,0.0085
152,8,199,199,0.04,2265.37,0.0085
153,60,8359,8359,0.04,2265.23,0.0085
154,5,799,799,0.04,2235.0,0.0084
155,42,8301,8301,0.04,2139.9,0.008
156,44,287,287,0.04,2096.09,0.0078
157,32,8263,8263,0.04,2094.2,0.0078
158,47,8759,8759,0.04,2029.94,0.0076
159,43,679,679,0.04,2026.8,0.0076
160,7,8263,8263,0.04,2022.35,0.0076
161,1,1001,1001,0.04,2020.55,0.0076
162,24,7985,7985,0.04,2015.6,0.0075
163,31,967,967,0.04,2012.04,0.0075
164,17,343,343,0.04,2005.43,0.0075
165,39,1303,1303,0.04,1979.57,0.0074
166,20,8527,8527,0.04,1978.53,0.0074
167,60,7961,7961,0.04,1925.72,0.0072
