wind anom AT,wind anom BE,wind anom BG,wind anom CH,wind anom CZ,wind anom DE,wind anom DK,wind anom EE,wind anom EL,wind anom ES,wind anom FI,wind anom FR,wind anom HR,wind anom HU,wind anom IE,wind anom IT,wind anom LT,wind anom LV,wind anom NL,wind anom NO,wind anom PL,wind anom PT,wind anom RO,wind anom SE,wind anom SI,wind anom SK,wind anom UK,pv anom AT,pv anom BE,pv anom BG,pv anom CH,pv anom CZ,pv anom DE,pv anom DK,pv anom EE,pv anom EL,pv anom ES,pv anom FI,pv anom FR,pv anom HR,pv anom HU,pv anom IE,pv anom IT,pv anom LT,pv anom LV,pv anom NL,pv anom NO,pv anom PL,pv anom PT,pv anom RO,pv anom SE,pv anom SI,pv anom SK,pv anom UK,heat anom AT,heat anom BE,heat anom BG,heat anom CH,heat anom CZ,heat anom DE,heat anom DK,heat anom EE,heat anom EL,heat anom ES,heat anom FI,heat anom FR,heat anom HR,heat anom HU,heat anom IE,heat anom IT,heat anom LT,heat anom LV,heat anom NL,heat anom NO,heat anom PL,heat anom PT,heat anom RO,heat anom SE,heat anom SI,heat anom SK,heat anom UK,sc,t_start,t_end
-5.86456944877268,-7.690031059457561,69.66432580351085,-25.470004225517872,-16.37837042719033,-29.98388630540437,-20.268382750950302,-14.63653911862704,67.33906912890913,11.256410478168533,-15.407911654340174,1.697644865036158,52.68262203745788,13.428431493343398,6.920186527679727,49.974474723734744,-38.996712019738126,-20.093735243789254,-21.982964288751628,-10.895037783781211,-28.792378457847107,14.873207535955693,41.702033178188124,-24.874780658001463,67.02282101201921,5.773255112031831,-10.04876799117903,22.093333989734656,74.7033921381879,7.725019337228388,29.251346942607427,15.180706921695572,58.647352102827675,-19.817744305949645,11.73083737968641,-31.231993696315502,-4.346074784643731,54.44468108725928,5.93519898410701,-16.68332588225469,8.518922820883756,7.04570436503196,-24.747011818536144,48.12379122004525,33.64709635174923,34.703056202385625,15.909181524500019,9.891443921186289,-15.263183788925353,11.404367139220433,-29.08708052181889,4.309787816885599,15.843767801259546,15.04202293694496,101.72423929425982,134.34977390202027,98.30532868559769,65.37819717542939,91.27329056314247,108.92182028320236,61.049608787587864,119.73704144598416,85.40045702661382,15.579899131521104,97.81153100170712,89.71453038472072,120.52613915232813,104.1344789297192,80.58008618135852,118.12215249029944,161.43243316271784,161.22528230778667,134.6348478065648,38.369585308318726,102.52585046470446,-2.706977605223803,84.43035643944081,57.39967595471352,92.93620126057188,109.6635170319583,75.48369022788367,53,341,626
-30.326856934006198,-33.909950676607714,18.991416368785806,-35.47739818651766,-44.533297762487365,-41.30768738667081,-26.125796790733542,1.3974884604275553,7.826793591340846,-0.13830626314180172,-37.15737030435599,-1.2549845813334488,24.78779787993584,-23.743081190269937,-6.5603613213343435,28.863214268185803,-36.67164983547846,-9.401791781198291,-47.479766798213305,-38.31692487696613,-44.058963210761874,-26.015434291934454,-4.041158519693375,-24.464527262461274,41.93054601088356,-37.64834792194666,-26.664290053399387,5.008252799422161,24.706660868228496,-1.2565592230804512,5.902185673773406,-1.8797270337505292,3.691557164299501,-18.113233677740457,52.19429641547737,-16.678013835714324,-2.574259994061612,48.84814231905237,14.234158409590739,-20.410546191133914,4.032437966109804,-8.250648442919175,-23.52671550298219,-6.481881192757427,10.58797381380434,10.351628684880104,35.949288209199004,-10.624043954065424,7.001880007466905,8.815422211570958,-6.416665812240588,-7.698957322756872,5.710170815444688,-7.608713756354453,89.97713281899135,92.44590759843136,56.28523239729264,73.22848634249982,64.60496244985976,83.96386243193093,51.68977541643183,43.27852115230778,34.40939851879208,80.77375711873775,40.423318095304175,91.54359091622918,95.53119587855038,67.47974673672701,48.049779429778695,129.77258333952216,65.25654456273548,56.03566533481869,90.93189028127819,28.199477649198833,59.56673924251734,49.69940102561335,46.722947636794224,38.656396587430706,90.72867009217379,70.25440739108943,54.381787807932724,14,1030,1468
-49.68788365708319,-30.050165273425467,25.327043399268707,-45.399098242849476,-55.669943216425246,-43.324585427995025,-30.77413172215719,-0.3558762640449566,60.605731665757226,28.757018413777747,-7.187887029265454,-2.703131354420303,18.05146726246599,-40.20910031445512,-19.71185506200028,45.61082868921468,-18.10149724905176,-1.9662088069361465,-31.289363500871403,-17.690767814512135,-44.36693604252855,0.4114076722693435,-1.4542755770923312,-24.649450858856426,-38.65562607628566,-52.9527700635156,-9.940122242673777,-8.957016847750456,53.05567427573824,-8.623232712337828,32.61879922207284,-12.27351465090199,46.05490038706673,4.620305075338237,-48.85735328451666,-15.910423139645765,-0.9709144353319136,7.0742554464380225,-1.5383924992525893,4.002873701473862,-12.03683603450822,3.845182599390052,-16.066814948710125,18.901485637253867,-2.2526882893101474,22.029829439811525,9.199183632136984,6.451286362297831,9.905485305380285,2.1278150535138867,-20.899167911023053,-24.405372227359283,-27.31015999162209,-7.430515426418757,93.0211828242359,98.8440815530333,47.358805407890344,83.97044857225582,75.61351577003167,101.84203869610387,69.92042960999594,59.73559213190632,8.548979896153309,104.67214484147698,50.166860989429615,99.48306196122064,86.47971541882377,77.37431531825897,38.85459326445491,106.96176269906445,102.87125350348458,91.27575883930227,107.5463933096785,35.418487743497415,80.50477450400972,92.36067180105303,52.79667469920915,58.67609418848837,86.03377353619781,80.26570225792096,50.79602578769384,22,501,730
-6.316941843965647,-33.295371945237065,105.9893302118549,-35.072070645836924,-16.828651303060084,-8.554218088389142,-4.828054039451821,-28.46768774233962,63.81038313965074,50.10257992953711,-29.65128607165447,-28.7512886674643,37.525404347725264,34.592849627678,-19.757746741037423,70.04782826099112,-43.2187756544602,-48.04576056108313,-11.206701491495526,-35.35443297327481,-15.944801735733005,46.98069750555838,55.5668590149737,-11.44478327506924,10.55072145171383,4.000606055236786,-29.677768083667864,-4.953861998256865,-8.631964302736021,-13.629171706331638,-7.579878789187049,25.777803461799586,7.512785821700077,-18.957331825820066,-26.999377436651994,-13.36518584129427,-17.25068426656401,50.39532503993236,-14.605163073735225,-17.00568395334397,20.36406082379426,-3.6294757221564082,-10.242671850891007,55.40514693667659,-12.754094266082936,11.143682218677846,26.34685009456838,30.605646262252428,-28.21025282290121,6.762291027125983,-31.47828191762061,-13.178180606665851,39.89833340507889,0.4947450641753275,79.89606685174846,100.49017745255114,40.96704918161787,34.74980834067384,89.65036943680437,95.06249477618974,88.65827170584373,95.26523471259529,24.741003324392516,6.309848629032762,82.74983263725633,42.301295757571516,52.608035344981374,73.22342525842002,73.33430213695907,46.332777861498926,139.80487006534247,123.4397893706277,122.91808015549283,63.725450373494105,110.38350780449444,26.06276741748311,45.970419505406255,72.19605301890729,53.29618842626365,95.00346427128875,75.28822103424034,57,904,1129
2.244140851741482,-27.837769385863638,-1.3960316362852185,-50.89627853138201,0.6019937958295912,-25.916236587736897,-5.033338482667872,-15.591610037313902,21.88227890358407,-6.205428902519327,1.7254573858122908,-21.898994626812932,-0.6551732878909005,1.0205581099141088,-8.411451135720045,-23.68148130511109,-23.325194703688528,-20.73047180953333,-30.15368978851649,18.183934792996297,-12.428538340268547,18.567932339975172,-5.2876626731051894,-4.294998204398027,-28.376598963870247,3.845473166270975,-12.610018543462665,2.8415487231718393,16.469195667174162,-2.929172364471345,18.750000786807153,30.89586392715881,41.710293684521794,19.61290148629074,60.117233172038055,-23.790524227996872,-22.614994261985537,-4.419358435857999,3.1571608706783096,-13.686337609082905,18.40501480403698,16.0778624015986,-32.950378146228125,71.05575113608386,52.31611073840854,-8.752297251393824,-19.85762870550441,46.9369567786323,-26.79861801787848,10.72775852860647,-0.24423218278648343,-15.035189506042496,38.792776805024324,19.24566309357254,53.652028389282904,45.42183666233413,64.85809548493009,42.04736554459618,44.45744045669175,41.79213356004778,20.546627740220252,43.64806392433535,90.67392018501114,36.61609572662808,30.725838722472716,46.959139638052996,57.8241165178469,56.36501398964112,19.084527211029958,75.9810591693286,61.06054807854891,48.18638345258386,43.096596338442616,-0.022992746215519794,44.04173340300678,14.660753960414835,55.38575908678557,15.514536674697862,48.056057893873415,54.171031919023704,24.794131088139174,21,139,440
-22.133969898186287,-49.05865029489434,56.42103748628664,-18.909693626444536,-19.635548201760688,-52.25198227149318,-58.82938822732942,-1.7533081121858696,46.222406442999855,64.20388267240874,6.77622908387704,-28.776783738792933,12.299316656980457,-12.904977617975948,-32.67067540383506,50.736307184107446,-11.684318051492419,-5.134851462617003,-51.65390912309079,-28.87011979090407,-1.646144139176119,55.305751514677624,27.510911073284184,-36.41808473864786,0.3626145690368193,-10.892030072124502,-38.268354852419996,26.535583700092126,63.18299809451739,-16.596124228650115,30.80571767549442,62.40445552394257,51.36835735177361,50.977462522898485,28.693888937219253,-14.031291009193463,-13.48229359374896,28.132765268090555,8.341404405433323,-12.745544171397885,46.89846104409124,47.09394607130651,-19.738848256226966,56.43927240459584,37.66833814319231,55.139843374965835,62.08022473310986,60.6164253265254,-18.953404862099937,14.653262739087847,44.12517566079551,11.836257154924477,71.2029471269519,60.55885787775747,84.29241602862592,72.57300021277585,-0.1076193331175963,62.70176808634342,73.8159267712973,73.92863241302359,68.21324515464549,38.62189077784418,-18.775260227053522,74.54406429654064,37.02525665393125,78.02375258420852,65.20889948690389,65.58135001537059,58.31672039101026,83.46007796103233,77.1169149023102,60.13851911677587,74.40964454125043,58.0682764076687,70.87284104685267,72.3722776139299,22.080850613794798,59.18077306298804,79.48669644554342,73.28978783477838,61.46310439407847,35,510,728
21.752919457512743,28.453845408733503,244.9689199148343,-20.71971774206009,11.267535194616649,16.125629560972275,-10.186878851108528,-21.559548392582055,63.21397145440268,23.290547220624635,37.43108155234616,21.89166235510559,145.8258560657419,62.5787943352299,-21.522656784735528,71.10864373519397,-32.49583118863049,-28.26240874593739,24.033107900440722,29.43407596268221,-19.345719510933883,81.34774543460274,110.35824753825285,3.3690204541301014,265.5090501690677,17.255335321205283,-1.7705102716611405,71.73749767514514,81.63513481578713,-6.776128570509796,67.57268488444785,93.05063400504437,88.89062387937999,-7.004140148917519,17.985497968635933,-31.685148503065676,1.02896390437523,1.7003787042163119,29.169447044179865,-3.0955266923024505,47.378704232990046,3.0092323710650715,-27.744550050792494,90.84789174658592,42.35256288599844,63.542114779750236,-27.913900195754998,64.95858283890347,15.756844185148115,20.103141831549653,-28.8277099966957,42.64778119095499,69.27611083269429,14.6814057412921,182.22075323899415,183.3109513433275,158.99026548524077,118.56215754390031,134.38110118498943,170.07239221448006,89.65026556720981,95.87643652930417,143.6224626646153,176.73504839228457,66.56834200447268,157.03090996762012,206.03899355690424,165.9374705394072,52.439354502994775,260.1325756553848,202.70564359902923,160.39817352067396,201.87384678939412,37.58200522548969,152.15073480030992,206.59760634443347,128.98741724328426,70.37231622888173,178.24455665594238,170.68361502953007,99.35162598879297,25,1375,1537
-60.03120493051368,-26.03806923826262,98.1548444700252,-73.68742475382902,-75.97662969149287,-63.55822175640375,-51.24752413361252,-33.21725301283446,38.85017467927598,11.217977960627957,-5.159515603518261,-34.24686028842591,64.26183447897479,-27.322205940960465,-26.684324525713997,25.655726050637735,-62.943675196337004,-46.24982446243619,-38.41982987149805,-11.267219539632965,-67.89864959133068,70.28322052636057,-0.2801877402204898,-33.94793314181642,109.37539176655082,-61.051447512655024,-9.594178975142952,17.720552939288638,107.35272863604727,-58.773743426580126,33.812446319354514,61.81849373978974,73.98387759151922,15.639427983656157,-35.12319678734316,-22.091845236950423,-19.930832509052028,-13.576301356305514,15.687991689920471,-1.8116816653270504,-1.8789777379804355,-18.804143655441287,-28.39789925643491,5.823933349380424,-17.706384258335454,85.31772808780977,24.816495692778247,23.86652140157956,-4.457142286314443,-20.976673720609483,-1.0157443377266877,-5.375553866619926,30.765348559077555,26.50843288135628,61.21526889562229,70.01317562899665,55.057059737783064,26.73114592940796,46.17955706119661,56.37288129000591,27.771848587942156,41.47943589582692,31.986128935768487,52.633405112254714,25.3981345612962,54.43878942662802,63.76741329895697,51.00938078708499,32.94233721310707,82.53428112539301,57.03652504422276,44.89807034561535,74.26729939830106,10.195957132204061,44.86407479555345,59.54636231016821,47.072305932150705,17.320128567684485,65.17475240861202,52.961897387043265,45.72139971488311,15,895,1085
-32.21638623595929,-17.8748952488676,105.28080082029712,-44.8853344942208,-15.298787364495928,-11.756724633771451,13.227047381282173,-3.3888949015660987,65.48100164072243,52.02512516174485,-12.106556324974969,-25.65143553495809,5.053252500944169,-1.350232702727632,-66.94883502633584,32.727702412556035,3.9972864916826536,4.1548405551549665,-18.669003155027006,-10.533541018072606,-8.201956249204807,69.83721827518991,49.2994535106007,1.6902985842673155,-18.2311578665063,-17.275612828594475,-52.59340841576141,18.246146448151254,11.380514928982869,-28.120972187697124,18.250365748094847,51.07333470749242,25.64775521344137,-19.410978728597765,-23.011067904883664,7.208974213712202,-31.45674395183946,6.890367280231649,10.533676149737783,-33.82080937180507,-7.3556430673536,0.0711521570981346,-25.909591670641053,-14.56426787263119,-37.422585944277756,-23.02831454311764,21.280999481464107,35.79474846107597,-20.159346246608415,-20.68461886864848,-7.344797719816697,2.1262152531248946,24.445306779624737,23.835496721121807,71.66180194402519,86.80589405670035,-38.171504502259715,60.36854848754787,55.79772719950488,77.33240969078534,54.07113636206928,29.76351296344492,-44.69699994067298,111.51343575028194,27.38356861834034,94.03323837020359,45.63727064854008,36.33181688370726,56.27139598096893,73.3636643627191,41.76234864195072,34.752390144581106,93.88598424093995,46.8279710745434,49.89970184647609,73.85023266369973,-16.753200394195964,38.31974888997935,69.51352146245861,47.18971475859296,61.776511816368306,52,677,839
-52.8227222790981,-58.294375544587815,112.17886703028555,-78.38666365664425,-75.1371631997832,-65.60499805997837,-18.464606163447645,19.20926536223981,83.55783396239951,-3.197326223299722,53.7887000306035,-24.204528130665548,81.42409750266289,-15.155222487866407,-45.175905851121264,99.09964782878737,-32.86574771845193,9.706636370953996,-67.87790295211363,53.27384576333918,-60.481550807478094,-48.12590460499085,19.933138283297104,13.937947243808289,172.63274247029838,-60.342828845371976,-25.258514952401214,29.32545465787723,183.83083228157426,-60.87316574888786,86.62659873460913,102.71104984320078,173.5866581184751,95.59138965192741,-0.8539249216854936,-27.240294166847995,21.305624590697462,-4.302862320744895,44.11909794273572,-2.560266829017033,34.45053665234353,59.44246407964603,-59.55515655028856,-9.123605401088858,-4.463153200578165,156.22974272948,-29.32937918075944,105.93359966013081,61.47672747829597,-9.702717000949614,52.38954190926533,-21.357819866835893,68.9723092731872,74.57159715477847,111.51724491576923,139.68950422490119,92.18311947549525,66.73130154524443,96.6531902282776,131.21624644682913,69.39181455990739,-4.272609463097814,65.50703863518737,103.46544373092445,-4.3263780494491115,108.46760827384259,112.92824697259,93.53478800224528,8.387476163302434,123.41906729494694,68.22810468302825,27.108962521138636,165.1746378665379,-5.948810550938603,99.00581452180113,86.02568456531226,71.30734440419182,36.984621360871415,103.66045986579819,104.44100160129439,61.32735693351601,12,8502,8673
